ā wèi	阿魏
hǔ shé	虎蛇
hǔ tái	滸苔
hú táo	胡桃
hú tóng	胡桐
hú wēn	狐鰮
hú xiǎn	壺蘚
hú yíng	胡蠅
hǔ yóu	虎鮋
hú yòu	狐鼬
hǔ yòu	虎鼬
hú zǎo	壺藻
hǔ zhàng	虎杖
hú zhēn	胡榛
hú zhì	湖蛭
huá biān	華鯿
huá biē	滑鱉
huā chán	花蟾
huā chūn	花蝽
huà chūn	劃蝽
huá cōng	華蟌
huā ěr	花耳
huá fù	華蝮
huá guī	滑龜
huā guī	花龜
huā jiǎ	花甲
huā jiāng	花鱂
huā jiāo	花椒
huā kuí	花葵
huā lìn	花藺
huá líng	華鯪
huā lóng	花籠
huā lú	花鱸
huā lù	花鹿
huā máo	花錨
huà méi	畫眉
huà mù	樺木
huá píng	華鮃
huā píng	花鮃
huā qiū	花楸
huá qiū	華鰍
huā qiū	花鰍
huá quán	華蜷
huā rěn	花荵
huá rèn	滑刃
huā shēng	花生
huā shǔ	花鼠
huá táng	華螳
huā táng	花螳
huá téng	滑藤
huá xī	滑蜥
huā xiǎn	花蜆
huà xiāng	化香
huā yì	花鮨
huā yíng	花螢
huā yíng	花蠅
huá yuán	滑螈
huā zǎo	花蚤
huā zhú	花燭
huā zhū	花蛛
huái lán	槐藍
huán dié	環蝶
huán guàn	䴉鸛
huán kǒu	環口
huàn lóng	幻龍
huán sǎn	環傘
huán shé	環蛇
huàn xióng	浣熊
huān yà	獾亞
huán zhōng	寰螽
huáng bò	黃柏
huáng bò	黃檗
huáng chán	黃蟬
huáng chán	黃嬋
huáng cōng	黃蟌
huáng dié	黃蝶
huáng fú	黃蝠
huáng guā	黃瓜
huáng huái	黃槐
huáng jì	黃鯽
huáng jīng	黃精
huáng jīng	黃荊
huáng jiū	皇鳩
huǎng jú	幌菊
huáng kuí	黃葵
huáng lán	黃蘭
huáng lí	黃鸝
huáng lián	黃連
huáng lú	黃櫨
huáng lú	黃鱸
huáng má	黃麻
huáng máo	黃茅
huáng méi	黃梅
huáng pí	黃皮
huáng qí	黃芪
huáng qí	黃耆
huáng qǐ	黃杞
huáng qín	黃芩
huáng qīng	黃蜻
huáng què	黃雀
huáng shàn	黃鱔
huáng shān	黃杉
huáng shǔ	黃鼠
huáng tán	黃檀
huáng téng	黃藤
huáng tóng	黃桐
huáng wā	蝗蛙
huáng wǎn	黃菀
huáng wēi	黃薇
huáng yáng	黃楊
huáng yào	黃藥
huáng yīng	蝗鶯
huáng yíng	蝗蠅
huáng yú	黃魚
huáng zhì	黃蛭
huì chán	喙蟾
huí chóng	蛔蟲
huì chūn	喙蝽
huī dié	灰蝶
huì dié	喙蝶
huì gū	蟪蛄
huí guī	茴鮭
huī hú	灰狐
huì jīng	喙鯨
huī jīng	灰鯨
huì lán	蕙蘭
huī lì	灰莉
huī lián	輝蠊
huì lóng	繪龍
huì lú	喙鱸
huī mù	灰木
huí qín	茴芹
huī qīng	灰蜻
huī què	灰雀
huī shǔ	灰鼠
huì tún	喙豚
huī wēng	灰鶲
huī xiā	輝蝦
huī xiǎn	灰蘚
huí xiāng	茴香
huì yíng	穢蠅
huí yú	茴魚
huī zǎo	灰藻
huò bèi	貨貝
huǒ gū	火菇
huǒ jí	火棘
huǒ jī	火雞
huǒ què	火雀
huǒ tóng	火桐
huò xiāng	藿香
huǒ yǐ	火蟻
huǒ yóu	火魷
jí bèi	吉貝
jǐ bèi	戟貝
jí cài	蕺菜
jì cài	薺菜
jī chūn	姬蝽
jí diāo	棘鯛
jí dié	棘鰈
jí dīng	吉丁
jī dōng	磯鶇
jí dōng	棘鮗
jí dòu	棘豆
jī è	肌鱷
jì é	寄蛾
jī fēng	姬蜂
jí fēng	集蜂
jī há	肌蛤
jì jiǎ	寄甲
jí jiāng	吉鱂
jí jiāo	棘鮫
jì jiū	髻鳩
jī jué	姬蕨
jí kǒu	棘口
jí lí	蒺藜
jī lián	姬蠊
jí líng	鶺鴒
jī líng	姬蛉
jǐ lóng	戟龍
jí lóng	棘龍
jī lóng	基龍
jí lóng	極龍
jī lóng	激龍
jī lú	磯鱸
jī má	雞麻
jì mǎ	薊馬
jì mǎn	寄蟎
jí mán	棘鰻
jī méi	笄黴
jī méi	姬鶥
jī miáo	姬苗
jī niǎo	畸鳥
jí píng	棘鮃
jí qí	棘鰭
jí qiū	棘鰍
jí què	棘雀
jí shā	棘鯊
jí shé	棘蛇
jǐ shé	脊蛇
jì shǔ	寂鼠
jí shǔ	棘鼠
jī shǔ	姬鼠
jǐ táng	脊螳
jī táng	畸螳
jí tíng	棘蜓
jī wā	姬蛙
jǐ wéi	幾維
jī wèi	磯䲁
jí wěn	棘吻
jī wēng	姬鶲
jī wú	唧鵐
jǐ xī	脊蜥
jí xī	棘蜥
jí xì	棘隙
jí xiā	棘蝦
jī xiāo	姬鴞
jī xiè	磯蟹
jī xíng	雞形
jī xuě	磯鱈
jí xuě	極鱈
jī yǎn	基眼
jī yì	姬鮨
jǐ yǐ	脊蟻
jí yíng	棘蠅
jì yíng	寄蠅
jí yóu	棘鮋
jī yù	磯鷸
jí yú	棘魚
jī yú	姬魚
jī yù	姬鷸
jí yuán	棘螈
jí zhì	棘蛭
jī zhì	笄蛭
jī zhōng	畸螽
jī zhū	姬豬
jī zhū	姬蛛
jiā cán	家蠶
jiá chēng	莢蟶
jiā cōng	珈蟌
jiǎ cōng	假蔥
jiǎ dào	假稻
jiá dié	蛺蝶
jiā lán	嘉蘭
jiǎ lán	假蘭
jiǎ lán	假藍
jiā lǎn	嘉欖
jiǎ lián	甲蠊
jiǎ lóng	甲龍
jiá lóng	鋏龍
jiǎ mǎn	甲蟎
jiǎ māo	假貓
jiá měng	鋏蠓
jiá mí	莢蒾
jiǎ péng	假蓬
jiǎ shǔ	岬鼠
jiā shǔ	家鼠
jiǎ tǎ	甲鰨
jiǎ táng	假螳
jiā wén	家蚊
jiǎ yè	假葉
jiā yíng	家蠅
jiǎ yíng	甲蠅
jiǎ zhī	假芝
jiàn chán	澗蟾
jiàn chēng	劍蟶
jiàn chǐ	劍齒
jiàn chóng	箭蟲
jiān é	尖蛾
jiǎn fēng	繭蜂
jiǎn hǔ	瞼虎
jiàn jué	劍蕨
jiàn líng	劍羚
jiàn lóng	腱龍
jiàn lóng	劍龍
jiān luó	堅螺
jiǎn máo	鹼茅
jiǎn máo	礆茅
jiàn méng	劍虻
jiān niǎo	鰹鳥
jiǎn péng	鹼蓬
jiān píng	鰜鮃
jiàn shé	劍蛇
jiàn shí	箭石
jiān shǔ	尖鼠
jiàn tíng	箭蜓
jiǎn wǎn	鹼菀
jiàn wěi	劍尾
jiān wèi	堅䲁
jiān xī	堅蜥
jiàn xī	箭蜥
jiān yá	堅蚜
jiàn yǐ	箭蟻
jiàn yú	劍魚
jiàn zhōng	劍螽
jiàn zhú	箭竹
jiān zhū	尖蛛
jiàn zī	劍鯔
jiāng dié	江鰈
jiāng dié	繮蝶
jiāng dòu	豇豆
jiāng é	繮蛾
jiāng huā	姜花
jiāng huáng	薑黃
jiàng jiè	絳蚧
jiāng jǐn	疆堇
jiāng jú	疆菊
jiāng lí	江蘺
jiǎng lóng	槳龍
jiāng méi	漿黴
jiāng tǎ	江獺
jiāng tún	江豚
jiāng xíng	鱂形
jiǎng xuě	槳鱈
jiāng xuě	江鱈
jiǎo bèi	角貝
jiāo cǎo	椒草
jiǎo chán	角蟬
jiǎo chán	角蟾
jiǎo diāo	角雕
jiǎo è	角鱷
jiāo fú	蕉蝠
jiǎo há	角蛤
jiǎo hāo	角蒿
jiào hè	叫鶴
jiǎo huā	角花
jiāo jiè	膠蚧
jiāo juān	蕉鵑
jiǎo jué	角蕨
jiǎo kuí	角蝰
jiāo liáo	鷦鷯
jiǎo lóng	角龍
jiǎo luó	角螺
jiǎo mǎ	角馬
jiǎo méi	角黴
jiāo méi	鷦鶥
jiāo mó	礁膜
jiǎo mù	絞木
jiāo mù	膠木
jiāo mù	蕉木
jiǎo nián	角鯰
jiāo róng	椒榕
jiǎo shā	角鯊
jiǎo tǎ	角鰨
jiǎo tái	角苔
jiǎo táng	絞螳
jiǎo táng	角螳
jiāo téng	膠藤
jiǎo wā	角蛙
jiāo wēng	嬌鶲
jiǎo xī	角蜥
jiǎo xiāo	角鴞
jiào yā	叫鴨
jiāo yī	膠衣
jiāo yīng	鷦鶯
jiǎo yīng	角鷹
jiāo yīng	嬌鶯
jiǎo yíng	角蠅
jiǎo yú	角魚
jiǎo zǎo	角藻
jiǎo zhì	角雉
jiǎo zhū	狡蛛
jié chēng	截蟶
jié gěng	桔梗
jié jǐng	節頸
jiè jué	介蕨
jiè ké	介殼
jié lán	節蘭
jié luó	截螺
jiè mǎn	疥蟎
jié pí	節蜱
jié shāo	捷蛸
jié táng	捷螳
jié táng	睫螳
jié wā	節蛙
jié xiāng	結香
jié xiōng	節胸
jié yǐ	捷蟻
jié yú	結魚
jīn bī	金鰏
jǐn cài	堇菜
jǐn cài	菫菜
jìn cǎo	藎草
jīn cháng	金鱨
jīn é	金蛾
jīn guā	金瓜
jīn guī	金龜
jǐn guī	錦龜
jīn hǔ	金琥
jǐn jī	錦雞
jīn jú	金桔
jīn jú	金橘
jīn juān	金鵑
jǐn kuí	錦葵
jǐn lán	堇蘭
jīn lán	金蘭
jǐn lán	菫蘭
jīn líng	金蛉
jīn liù	金鷚
jīn máo	金茅
jīn māo	金貓
jīn què	金雀
jǐn shé	錦蛇
jīn sōng	金松
jǐn wèi	錦䲁
jǐn xiǎn	錦蘚
jīn xiē	金蠍
jīn yǎn	金鼴
jīn yāo	金腰
jīn yíng	金蠅
jīn yīng	金英
jǐn yú	錦魚
jīn zhū	金蛛
jīng dòu	荊豆
jìng há	鏡蛤
jīng jiāng	莖鱂
jīng jiè	荊芥
jīng líng	旌蛉
jīng lóng	鯨龍
jīng lú	晶鱸
jīng nián	鯨鮎
jīng shā	荊鯊
jīng shā	鯨鯊
jīng shī	鯨蝨
jǐng shǔ	井鼠
jìng táng	靜螳
jǐng táng	頸螳
jǐng tiān	景天
jīng wèi	莖䲁
jīng yíng	莖蠅
jiū gē	鳩鴿
jiǔ jié	九節
jiù yīng	鷲鷹
jiù zhū	鷲蛛
jù chūn	巨蝽
jù fēng	鋸蜂
jù fù	巨蝮
jù guī	巨龜
jú hāo	菊蒿
jú hǔ	菊虎
jù hù	巨鸌
jú huā	菊花
jú jù	菊苣
jù jué	鋸蕨
jù líng	巨羚
jù lóng	懼龍
jú méi	鵙鶥
jù nián	巨鯰
jù ōu	巨鷗
jǔ qiān	咀籤
jú qín	菊芹
jù qīng	巨蜻
jǔ ruò	蒟蒻
jù shā	鋸鯊
jú shí	菊石
jù shǔ	巨鼠
jú shuǐ	菊水
jù tǎ	巨獺
jù tuó	巨駝
jù wén	巨蚊
jù xī	巨犀
jù xī	巨蜥
jú yá	桔蚜
jù yáo	鋸鰩
jù yì	鋸鮨
jù yǐn	巨蚓
jù yuán	巨猿
jù zǎo	巨藻
jù zhú	巨竹
juàn bǎi	卷柏
juàn dié	絹蝶
juǎn é	卷蛾
juàn é	絹蛾
juǎn ěr	卷耳
juàn hāo	絹蒿
juān jiū	鵑鳩
juān jú	鵑鵙
juàn líng	狷羚
juǎn méi	卷黴
juàn mù	絹木
juān sǔn	鵑隼
juàn wěi	卷尾
juàn xiǎn	絹蘚
juān xíng	鵑形
juān yuán	涓螈
jué chuáng	爵床
jué má	蕨麻
jué shǔ	蹶鼠
jué wā	掘蛙
jué zǎo	蕨藻
jùn shòu	俊獸
jùn táng	俊螳
jūn wén	菌蚊
jūn yóu	鮶鮋
kā fēi	咖啡
kā zhū	喀蛛
kǎi lán	鎧蘭
kǎi shā	鎧鯊
kǎi xiè	鎧蟹
kē dá	科達
ké dòu	殼鬥
kě kě	可可
kē shù	柯樹
kē téng	榼藤
kē wén	苛蚊
kē zhà	柯蚱
kǒng cháng	孔腸
kǒng è	恐鱷
kǒng fèi	恐狒
kǒng hè	恐鶴
kǒng jiǎo	恐角
kǒng láng	恐狼
kǒng luó	孔螺
kǒng mǎ	恐馬
kǒng māo	恐貓
kǒng niǎo	恐鳥
kǒng quǎn	恐犬
kǒng què	孔雀
kǒng shāo	孔蛸
kǒng shé	恐蛇
kǒng xiàng	恐象
kǒng xiāo	恐鴞
kǒng yǒng	孔鯒
kǒng zhū	孔蛛
kòu jiǎ	叩甲
kǒu mó	口磨
kǒu mó	口蘑
kòu zhū	寇蛛
kǔ cǎo	苦草
kǔ guā	苦瓜
kù měng	庫蠓
kǔ mù	苦木
kǔ shēn	苦參
kǔ shù	苦樹
kù wén	庫蚊
kù zhōng	庫螽
kǔ zhú	苦竹
kǔ zhū	苦櫧
kuài jūn	塊菌
kuài shāo	快蛸
kuǎn dōng	款冬
kuān dōng	寬鮗
kuàng yá	纊蚜
kuáng yíng	狂蠅
kuí há	魁蛤
kuī lán	盔蘭
kuī lóng	盔龍
kuí shé	蝰蛇
kuī xiè	盔蟹
kuí yú	蝰魚
kuī yú	盔魚
kūn bù	昆布
kuò lóu	括樓
kuò qiào	闊翹
kuò yú	蛞蝓
là chán	蠟蟬
là gēn	辣根
là gū	蝲蛄
là huā	蠟花
là jiāo	辣椒
là jiè	蠟蚧
là jú	蠟菊
là méi	臘梅
là méi	蠟梅
là mó	蠟蘑
là mù	辣木
là yē	蠟椰
là yóu	辣蕕
lài cǎo	賴草
lài huáng	癩蝗
lái mù	棶木
lán bǎo	藍鴇
lán chún	藍鶉
lán diāo	藍鯛
lán há	籃蛤
lǎn hóu	懶猴
lán huā	蘭花
lán jì	藍薊
lán jiāng	藍姜
lǎn lǐ	欖李
lán líng	藍鯪
lán què	藍鵲
lǎn rén	欖仁
lán sā	蘭撒
lán wēng	藍鶲
lán xīng	藍星
lǎn xióng	懶熊
lán xuě	藍雪
lán xuě	藍鱈
lán yā	藍鴉
lán yíng	藍蠅
lán zǎo	藍藻
láng dú	狼毒
láng huān	狼獾
láng lú	狼鱸
láng tí	狼鯷
láng wèi	狼䲁
láng xuě	狼鱈
láng yú	狼魚
láng zhū	狼蛛
lǎo shā	姥鯊
láo zhū	勞蛛
lè zhú	簕竹
lěi fēn	蕾芬
léi liàn	雷楝
léi lóng	雷龍
lèi lú	類蘆
lèi mù	肋木
léi niǎo	雷鳥
lèi quán	肋蜷
léi shòu	雷獸
léi xī	雷蟋
léi yì	雷鮨
léng fáng	棱魴
léng fēi	棱鯡
lěng jué	冷蕨
lěng shān	冷杉
léng táng	棱螳
léng tí	棱鯷
léng xī	棱蜥
léng zǎo	棱藻
lǐ bái	裏白
lì bàng	麗蚌
lì bèi	笠貝
lì cǎo	慄草
lǐ cháng	鱧腸
lǐ chǐ	鯉齒
lì chūn	荔蝽
lì cōng	麗蟌
lì diāo	慄雕
lì diāo	麗鯛
lì dié	粒鰈
lì dōng	麗鮗
lì dòu	麗豆
lí dòu	黧豆
lí dòu	黎豆
lì è	戾鱷
lì guī	麗龜
lì há	立蛤
lǐ há	理蛤
lì há	慄蛤
lì hān	笠蚶
lì héng	蠣鴴
lì jiǎ	麗甲
lì jiāng	麗鱂
lì jué	慄蕨
lì líng	麗蛉
lí lú	藜蘆
lì mǎn	厲蟎
lì mǎn	慄蟎
lì mó	麗蘑
lì nián	粒鯰
lì quán	粒蜷
lì shāo	麗蛸
lì shǔ	栗鼠
lì táng	麗螳
lí tóng	梨桐
lì wèi	麗蝟
lì wèi	笠䲁
lì wěi	麗尾
lì wèi	麗䲁
lì xiā	儷蝦
lì xiāo	慄鴞
lì xiè	麗蟹
lǐ xíng	鯉形
lí yá	藜蚜
lǐ yà	鯉亞
lì yì	麗鮨
lì yǐ	麗蟻
lì yíng	麗蠅
lí yíng	璃蠅
lí yīng	籬鶯
lì yú	麗魚
lì yù	蠣鷸
lí zǎo	狸藻
lì zǎo	麗藻
lì zhī	荔枝
lí zhí	狸殖
lì zhū	麗蛛
lí zhú	梨竹
lì zú	麗足
lián bāo	鐮孢
lián diāo	簾鯛
lián diāo	鐮鯛
liàn è	鏈鱷
lián guì	蓮桂
lián há	簾蛤
liàn jiè	鏈蚧
lián jué	鐮蕨
lián lóng	鐮龍
lián mù	鐮木
lián qiáo	連翹
lián què	連雀
liàn shé	鏈蛇
liàn táng	鏈螳
lián xiā	鐮蝦
lián yú	鐮魚
liàn zǎo	鏈藻
liàng bā	亮䰾
liàng é	亮蛾
liáng lóng	梁龍
liàng luó	亮螺
liáng niǎo	椋鳥
liàng xī	亮蟋
liáo gē	鷯哥
liáo méi	鷯鶥
liǎo yá	蓼蚜
liáo yīng	鷯鶯
liè bào	獵豹
liè chǐ	列齒
liè chóng	裂蟲
liè chūn	獵蝽
liè cì	鬣刺
liè dāng	列當
liè é	列蛾
liè gǒu	鬣狗
liè guā	裂瓜
liè lǐ	裂鯉
liè líng	鬣羚
liè lóng	獵龍
liè luó	裂螺
liè māo	獵貓
liè xī	鬣蜥
liè yáng	鬣羊
liè yǐ	烈蟻
liè yīng	鬣鷹
liè zhū	獵蛛
liè zī	裂鯔
lín chì	鱗翅
lín chī	林鴟
lín chún	林鶉
lín diāo	林雕
lín è	磷鱷
lín hǔ	鱗虎
lín jiǎ	鱗甲
lín jiāng	鱗鱂
lín jú	林鵙
lín lí	林狸
lín liáo	林鷯
lín líng	林羚
lín lóng	林龍
lín méi	林鶥
lín mù	鱗木
lín píng	鱗鮃
lín qín	鱗芹
lín qú	林鴝
lín què	林雀
lín rán	林蚺
lín sǎn	鱗傘
lín shé	林蛇
lín shǔ	林鼠
lín táng	林螳
lín tù	林兔
lín tún	鱗魨
lín wā	林蛙
lín wěi	鱗葦
lín wèi	林蝟
lín wēng	林鶲
lín xī	林蜥
lín xiā	磷蝦
lín xiǎn	鱗蘚
lín xiān	林仙
lín xiāo	林鴞
lín yīng	林鶯
lín yǒng	鱗鯒
lín yóu	鱗鮋
lín yuán	磷螈
lín zhū	林豬
líng chán	鈴蟾
lǐng chún	領鶉
líng chún	翎鶉
líng diāo	菱鯛
líng há	鈴蛤
líng hóu	伶猴
líng huáng	菱蝗
líng lán	鈴蘭
líng lǐ	鯪鯉
líng lóng	菱龍
líng māo	靈貓
líng mù	柃木
líng niú	羚牛
líng píng	菱鮃
lǐng qiū	嶺鰍
lǐng què	嶺雀
lǐng wén	領蚊
líng xiāo	凌霄
líng xiè	菱蟹
líng yáng	羚羊
líng zhǎng	靈長
líng zhī	靈芝
líng zhōng	菱螽
liǔ ān	柳桉
liǔ ān	柳安
liú chūn	瘤蝽
liú é	瘤蛾
liú jué	瘤蕨
liǔ lán	柳蘭
liú lián	榴蓮
liú lián	榴槤
liú luó	瘤螺
liú sāng	琉桑
liǔ shān	柳杉
liú táng	瘤螳
liú xuě	瘤鱈
liú yá	瘤蚜
liú yā	瘤鴨
liú yī	瘤衣
liǔ yīng	柳鶯
liù yīng	鷚鶯
liū yíng	溜蠅
lóng dǎn	龍膽
lóng é	隆蛾
lóng niǎo	隆鳥
lóng qiū	龍鰍
lóng shī	龍蝨
lóng shù	龍樹
lóng xī	龍蜥
lóng xià	龍下
lóng xiā	龍蝦
lóng xiàn	龍線
lóng yà	龍亞
lóng yǎn	龍眼
lóng zhū	龍珠
lóu gū	螻蛄
lù bǎo	鷺鴇
lǔ chóng	滷蟲
lú cí	鸕鶿
lú diāo	蘆鯛
lù é	鹿蛾
lú fēng	蘆蜂
lù guī	陸龜
lù hè	鷺鶴
lú huì	蘆薈
lù huò	鹿藿
lǔ jué	滷蕨
lù jué	蕗蕨
lù jué	鹿蕨
lú lǐ	鱸鯉
lú mán	蘆鰻
lú mù	蘆木
lù shǔ	鹿鼠
lù tún	鹿豚
lú wā	蘆蛙
lù wā	陸蛙
lú wěi	蘆葦
lǔ wèi	魯䲁
lú wèi	蘆䲁
lú xíng	鱸形
lú yà	鱸亞
lù yào	鹿藥
lú yíng	蘆蠅
lù yīng	鷺鷹
lú yīng	蘆鶯
lú zhú	蘆竹
lù zhú	綠竹
luǎn há	卵蛤
luán shù	欒樹
lún zǎo	輪藻
luó bo	蘿蔔
luǒ fú	裸蝠
luǒ jué	裸蕨
luò kuí	落葵
luó lè	羅勒
luǒ lǐ	裸鯉
luò mǎ	駱馬
luǒ mài	裸麥
luó mò	蘿藦
luó mó	蘿摩
luǒ qiū	裸鰍
luǒ sāi	裸鰓
luó sǎn	羅傘
luò shí	絡石
luǒ shí	裸實
luǒ shǔ	裸鼠
luǒ shuò	裸蒴
luó sī	螺螄
luò tuó	駱駝
luǒ wǎn	裸菀
luǒ wèi	裸䲁
luǒ xī	裸蟋
luò yán	落檐
luǒ yuán	瘰螈
luǒ zǎo	裸藻
lǜ cǎo	葎草
lǜ cōng	綠蟌
lǘ dòu	驢豆
lǜ fù	綠蝮
lǜ hóu	綠猴
lǜ jiū	綠鳩
lǜ jú	綠鵙
lǜ juān	綠鵑
lǜ láng	綠螂
lǜ lù	綠鷺
lǚ luó	履螺
lǜ luó	綠蘿
lǜ méi	綠鶥
lǜ què	綠鵲
lǚ shǔ	旅鼠
lǜ táng	綠螳
lǜ tíng	綠蜓
lǜ xiè	綠蟹
lǜ yíng	綠蠅
lǜ yīng	綠鶯
mǎ bà	馬鮁
mǎ bī	馬鰏
mǎ bó	馬勃
mǎ fēng	馬蜂
má huáng	麻黃
mǎ jī	馬雞
mǎ jiāo	馬鮫
mǎ lán	馬藍
mǎ lán	馬蘭
má lì	麻櫟
má liàn	麻楝
mǎ líng	馬羚
mǎ lóng	馬龍
má lù	麻鷺
mǎ qián	馬錢
má què	麻雀
mǎ sāng	馬桑
mǎ táng	馬唐
mǎ tí	馬蹄
má wǎn	麻菀
má xī	麻蜥
má yā	麻鴨
má yíng	麻蠅
má zhú	麻竹
má zhū	蟆蛛
mài chì	脈翅
mài é	麥蛾
mài jī	麥雞
mài luó	麥螺
màn bā	曼巴
mán cǎo	鰻草
mán lí	鰻鱺
màn lóng	慢龍
mán lóng	蠻龍
mán luó	鬘螺
mán nián	鰻鯰
mán nián	鰻鮎
màn qín	蔓芹
mán táng	蠻螳
màn wā	曼蛙
mán wèi	鰻䲁
màn xiǎn	蔓蘚
mán yáng	蠻羊
mán yuán	鰻螈
máng cǎo	芒草
máng chūn	盲蝽
máng guǒ	芒果
máng guǒ	杧果
máng há	芒蛤
máng lǐ	盲鯉
máng mán	盲鰻
máng pí	盲魮
máng qí	芒萁
mǎng qīng	漭蜻
máng shé	盲蛇
mǎng shé	蟒蛇
máng shǔ	芒鼠
máng tǎ	盲鰨
máng xiè	盲蟹
máng yá	芒蚜
máng yíng	芒蠅
máng zǎo	盲蚤
máo bàng	矛蚌
máo bì	毛畢
máo cān	錨參
máo chá	毛茶
máo chēng	毛蟶
máo chì	毛翅
máo diāo	矛鯛
máo é	毛蛾
máo gèn	毛茛
máo guā	茅瓜
máo hān	毛蚶
máo huā	矛花
máo jiāo	矛鮫
māo jiāo	貓鮫
máo jué	毛蕨
máo lán	毛蘭
máo líng	毛蛉
máo luó	毛螺
máo méi	毛黴
máo měng	毛蠓
māo niǎo	貓鳥
máo niú	氂牛
māo rǔ	貓乳
máo ruì	毛蚋
mào sǎn	帽傘
māo shā	貓鯊
máo shé	茅蛇
máo shī	毛蝨
máo wèi	毛蝟
máo xiā	毛蝦
máo xiāng	茅香
māo xióng	貓熊
máo yá	毛蚜
máo yǐ	毛蟻
máo yǐ	矛蟻
máo yíng	毛蠅
máo zǎo	錨藻
máo zhú	毛竹
māo zhū	貓蛛
měi biān	美鯿
méi cǎo	黴草
méi diāo	梅鯛
méi dōng	鶥鶇
méi ěr	玫耳
měi guì	美鱥
mèi lóng	寐龍
méi lú	莓鱸
méi lú	梅鱸
měi nián	美鮎
měi nián	美鯰
méi tái	煤炱
méi wēng	眉鶲
méi yào	沒藥
méi yī	梅衣
méi zǎo	眉藻
měi zhū	美蛛
měng diāo	猛雕
méng wèi	蒙䲁
měng xiāo	猛鴞
méng yǎn	虻眼
měng yǐ	猛蟻
mèng yíng	孟蠅
méng zhū	蒙蛛
mǐ cǎo	米草
mì fēng	蜜蜂
mí hóu	獼猴
mì huā	蜜花
mì huān	蜜獾
mì jiāng	祕鱂
mí líng	麋羚
mì lóng	祕龍
mí lù	麋鹿
mǐ qín	米芹
mì shǔ	密鼠
mǐ tái	米苔
mì táng	蜜螳
mǐ xiā	米蝦
mǐ xiàng	米象
mì xióng	蜜熊
mì zhū	密蛛
mì zhū	蜜蛛
mián cān	綿參
mián cì	綿刺
miǎn gē	冕鴿
miǎn hè	冕鶴
mián huā	棉花
mián huáng	棉蝗
mián lí	棉藜
mián méi	綿黴
miǎn qié	緬茄
miǎn què	冕雀
miàn shāo	面蛸
mián shǔ	棉鼠
mián wèi	綿䲁
mián xiǎn	棉蘚
mián xiè	綿蟹
mián yá	綿蚜
miǎn zhī	緬梔
miào guī	廟龜
miǎo táng	渺螳
miè měng	蠛蠓
mǐn chūn	黽蝽
mǐn wèi	敏䲁
mǐn zhū	皿蛛
míng cán	明蠶
míng é	螟蛾
míng hé	茗荷
míng huáng	鳴蝗
míng luó	明螺
míng niǎo	鳴鳥
míng zhōng	鳴螽
mò chán	沫蟬
mò chán	漠蟾
mó chì	膜翅
mò hǔ	漠虎
mó jué	膜蕨
mò lì	茉莉
mò táng	末螳
mò táng	默螳
mó tún	魔魨
mó xī	魔蜥
mó xuě	膜鱈
mò yíng	墨蠅
mó yù	魔芋
mó yù	磨芋
mò yú	墨魚
mó yù	魔玉
mó yuán	膜螈
mò zī	莫鯔
mǔ cǎo	母草
mù chán	暮蟬
mù dòu	木豆
mù é	木蛾
mù ěr	木耳
mù fú	暮蝠
mù guā	木瓜
mù hé	木荷
mù jǐn	木槿
mǔ jīng	牡荊
mù jú	木桔
mǔ jú	母菊
mù jú	木橘
mù lán	木蘭
mù lán	木藍
mù lǎn	木欖
mǔ lì	牡蠣
mù lián	木蓮
mù liǎo	木蓼
mù méi	木黴
mù méi	木莓
mù mián	木棉
mù niǎo	木蔦
mù shī	木蝨
mù shǔ	暮鼠
mù shǔ	木薯
mù tōng	木通
mù xī	木犀
mù xī	木樨
mù xu	苜蓿
mù zéi	木賊
mù zhì	穆蛭
mǔ zhú	牡竹
nà bù	納布
nán dá	南達
nán fēi	南鯡
nán fú	南蝠
nán guā	南瓜
nán jiè	南芥
nán lú	南鱸
nán ní	南猊
nán qiū	南鰍
nán tí	南蹄
nán xī	南蜥
nán yuán	南螈
nán yuán	南猿
nán zhú	南燭
náng jūn	囊菌
náng luó	囊螺
náng mǎn	囊蟎
náng mó	囊蘑
náng shǔ	囊鼠
náng wā	囊蛙
náng zǎo	囊藻
náo chóng	蟯蟲
nǐ cháng	擬鱨
ní chóng	泥蟲
nǐ chún	擬鯙
nǐ chún	擬鶉
nǐ dié	擬鰈
nǐ dōng	擬鮗
ní fēng	泥蜂
nǐ gǎn	擬鱤
nǐ guì	擬鱥
ní guī	泥龜
nǐ hān	擬蚶
ní hān	泥蚶
nǐ hù	擬鱯
ní jiǎ	泥甲
ní jiāng	泥鱂
nǐ lí	擬鸝
nǐ lǐ	擬鯉
ní líng	泥蛉
nǐ lú	擬鱸
nǐ lù	擬鯥
ní luó	泥螺
nǐ pí	擬魮
nǐ pī	擬魾
nǐ píng	擬鮃
ní qiu	泥鰍
nǐ què	擬雀
ní shé	泥蛇
nǐ shēn	擬鰺
nǐ tǎ	擬鰨
nǐ táng	擬螳
nǐ tuó	擬駝
nǐ wěi	擬葦
nǐ xī	擬蜥
ní xiǎn	泥蜆
ní xiè	泥蟹
nǐ yā	擬鴉
nǐ yáo	擬鰩
nǐ yóu	擬鮋
ní yuán	泥螈
ní zǎo	泥蚤
ní zhōng	霓螽
niǎn chì	捻翅
niǎn luó	捻螺
nián sǎn	黏傘
nián xíng	鯰形
