ā kā piàn	阿咖片
chái hú tuì yì wán	柴胡退翳丸
chái hú zhèn ké piàn	柴胡鎮咳片
chái hú zhī zi sàn	柴胡梔子散
chái huáng kǒu fú yè	柴黃口服液
chái huáng ruǎn jiāo náng	柴黃軟膠囊
chái lián kǒu fú yè	柴連口服液
chái qián méi lián sàn	柴前梅連散
chái qín ruǎn jiāo náng	柴芩軟膠囊
chái sháo liù jūn wán	柴芍六君丸
chái yín kǒu fú yè	柴銀口服液
chái zhǐ sì nì sàn	柴枳四逆散
chǎn fù ān hé jì	產婦安合劑
chǎn fù ān jiāo náng	產婦安膠囊
chǎn fù ān kē lì	產婦安顆粒
chǎn fù kāng kē lì	產復康顆粒
chǎn fù xīn kē lì	產復欣顆粒
chǎn hòu zhú yū piàn	產後逐瘀片
chán shè jiù xīn wán	蟾麝救心丸
chán wū bā bù gāo	蟾烏巴布膏
chàng bí tōng kē lì	暢鼻通顆粒
cháng chūn hóng yào piàn	長春紅藥片
cháng chūn xī tīng piàn	長春西汀片
cháng chūn yì shòu gāo	長春益壽膏
cháng é jiā lì wán	嫦娥加麗丸
cháng qí chéng gōng wán	長崎成功丸
cháng róng huǎn shì piàn	腸溶緩釋片
cháng róng kē lì jì	腸溶顆粒劑
cháng róng kòng shì piàn	腸溶控釋片
cháng tài kǒu fú yè	腸泰口服液
cháng tōng shū kē lì	常通舒顆粒
cháng wèi jiàn jiāo náng	腸胃健膠囊
cháng wèi níng jiāo náng	腸胃寧膠囊
cháng wèi shì jiāo náng	腸胃適膠囊
cháng wèi shū jiāo náng	腸胃舒膠囊
cháng xiào qīng méi sù	長效青黴素
cháng yán líng jiāo náng	腸炎靈膠囊
cháng yán níng jiāo náng	腸炎寧膠囊
cháng yán níng kē lì	腸炎寧顆粒
cháng yán níng táng jiāng	腸炎寧糖漿
chāo shēng zhèn dòng piàn	超聲振動片
chén xiāng ān shén sàn	沉香安神散
chén xiāng huà qì piàn	沉香化氣片
chén xiāng huà qì wán	沉香化氣丸
chén xiāng huà zhì wán	沉香化滯丸
chén xiāng jiàng qì wán	沉香降氣丸
chén xiāng lì qì wán	沉香利氣丸
chén xiāng lǐ qì wán	沉香理氣丸
chén xiāng shū qì wán	沉香舒氣丸
chén xiāng shū yù piàn	沉香舒鬱片
chén xiāng shū yù wán	沉香舒鬱丸
chén xiāng sì bǎo wán	沉香四寶丸
chǐ tòng bīng péng sàn	齒痛冰硼散
chóng cǎo chuān bèi gāo	蟲草川貝膏
chóng cǎo líng zhī yè	蟲草靈芝液
chóng cǎo shēn qí gāo	蟲草參芪膏
chóng yǎo pí yán gāo	蟲咬皮炎膏
chú shī bái dài wán	除濕白帶丸
chú tán zhǐ sòu wán	除痰止嗽丸
chú yì míng mù piàn	除翳明目片
chú zhī shēng fà piàn	除脂生髮片
chuān bèi bàn xià yè	川貝半夏液
chuān bèi pí pá piàn	川貝枇杷片
chuān bèi xuě lí gāo	川貝雪梨膏
chuān huáng kǒu fú yè	川黃口服液
chuān huáng qīng rè piàn	穿黃清熱片
chuān jīn yì gān piàn	穿金益肝片
chuān lóng gǔ cì piàn	穿龍骨刺片
chuǎn luò tōng jiāo náng	喘絡通膠囊
chuǎn shū kǒu fú yè	喘舒口服液
chuān wáng xiāo yán piàn	穿王消炎片
chuǎn xī líng jiāo náng	喘息靈膠囊
chuān xiōng chá tiáo piàn	川芎茶調片
chuān xiōng chá tiáo sàn	川芎茶調散
chuān xiōng chá tiáo wán	川芎茶調丸
chuāng jiè líng ruǎn gāo	瘡疥靈軟膏
chuāng yán líng ruǎn gāo	瘡炎靈軟膏
chuāng zhǒng líng ruǎn gāo	瘡腫靈軟膏
chuí yīn chá kē lì	垂陰茶顆粒
chuí yīn chá táng jiāng	垂陰茶糖漿
chún chǐ qīng wèi wán	唇齒清胃丸
chūn xuè ān jiāo náng	春血安膠囊
chún yáng zhèng qì wán	純陽正氣丸
chún zhōng yào zhì jì	純中藥製劑
cí shù huà yū gāo	慈術化瘀膏
cì tàn suān bì piàn	次碳酸鉍片
cì wǔ jiā jìn gāo	刺五加浸膏
cì xiāo suān bì piàn	次硝酸鉍片
cōng huáng bǔ shèn wán	蓯黃補腎丸
cōng róng bǔ shèn wán	蓯蓉補腎丸
cù jiǎ zuò àn piàn	醋甲唑胺片
cù liǔ huáng tóng piàn	醋柳黃酮片
cù lǜ fēn suān piàn	醋氯芬酸片
cù suān pō sōng piàn	醋酸潑松片
cù suān zhǐ tiáo piàn	醋酸酯條片
cù zhì xiāng fù wán	醋製香附丸
cuì lián jiě dú piàn	翠蓮解毒片
cuó chuāng píng kē lì	痤瘡平顆粒
dà bài dú jiāo náng	大敗毒膠囊
dà bǔ yuán jiān wán	大補元煎丸
dà chuān xiōng kē lì	大川芎顆粒
dà dòu lín zhī sàn	大豆磷脂散
dǎ hǔ zhuàng yuán wán	打虎壯元丸
dà huáng cuò chóng wán	大黃錯蟲丸
dà huáng gān cǎo tāng	大黃甘草湯
dà huáng gān suì tāng	大黃甘遂湯
dà huáng huà yū wán	大黃化瘀丸
dà huáng jiàng zhī sù	大黃降脂素
dà huáng mǔ dān tāng	大黃牡丹湯
dà huáng qīng wèi wán	大黃清胃丸
dà huáng sān wèi piàn	大黃三味片
dà huáng shù chóng piàn	大黃庶蟲片
dà huáng shù chóng wán	大黃庶蟲丸
dà huáng xiāo shí tāng	大黃硝石湯
dà huáng xiè huǒ sàn	大黃瀉火散
dà huáng zhé chóng wán	大黃蟄蟲丸
dà huó luò jiāo náng	大活絡膠囊
dà jì zhǐ xuè piàn	大薊止血片
dá kè dīng ruǎn gāo	達克叮軟膏
dá lì tōng kē lì	達立通顆粒
dà qī lí jiāo náng	大七厘膠囊
dá qīng xīn hú jì	達氫鋅糊劑
dá sī mǎ bǎo wán	達斯瑪保丸
dà suàn cháng róng piàn	大蒜腸溶片
dà suàn qiē chéng piàn	大蒜切成片
dài ā bù luò lǐng	代阿布洛嶺
dài tōng lǜ bō piàn	帶通濾波片
dàn bái yì zhì jì	蛋白抑制劑
dān hóng dī zhù yè	丹紅滴注液
dān hóng zhù shè yè	丹紅注射液
dān huā kǒu fú yè	丹花口服液
dàn jiè zhù shè yè	氮芥注射液
dǎn lì shū jiāo náng	膽利舒膠囊
dǎn lóng zhǐ chuǎn piàn	膽龍止喘片
dān lù tōng dū piàn	丹鹿通督片
dān lún zhù shè yè	丹侖注射液
dǎn mù jìn gāo piàn	膽木浸膏片
dǎn mù zhù shè yè	膽木注射液
dān qí hé xuè piàn	丹芪和血片
dān qī ruǎn jiāo náng	丹七軟膠囊
dān shēn dī zhù yè	丹參滴注液
dān shēn kǒu fú yè	丹參口服液
dān shēn zhù shè yè	丹參注射液
dǎn shí lì tōng piàn	膽石利通片
dǎn shí tōng jiāo náng	膽石通膠囊
dǎn shū ruǎn jiāo náng	膽舒軟膠囊
dǎn suān zhǐ ké piàn	膽酸止咳片
dān táo kǒu fú yè	丹桃口服液
dān tián jiàng zhī wán	丹田降脂丸
dǎn wèi kāng jiāo náng	膽胃康膠囊
dǎn wèi níng jiāo náng	膽胃寧膠囊
dǎn xiāng bí yán piàn	膽香鼻炎片
dān xiōng diē dǎ gāo	丹芎跌打膏
dǎn yán kāng jiāo náng	膽炎康膠囊
dān yè dà huáng sù	丹葉大黃素
dān yù gǔ kāng wán	丹鬱骨康丸
dàn zāo xiāng luó piàn	淡糟香螺片
dān zhī kǒu fú yè	丹梔口服液
dān zhī xiāo yáo piàn	丹梔逍遙片
dān zhī xiāo yáo sàn	丹梔逍遙散
dān zhī xiāo yáo wán	丹梔逍遙丸
dān zhī xiāo yáo wán	丹枝逍遙丸
dàng dí líng chōng jì	盪滌靈沖劑
dàng dí líng kē lì	盪滌靈顆粒
dāng guī bǔ xuè wán	當歸補血丸
dāng guī huáng jīng gāo	當歸黃精膏
dāng guī jìn gāo piàn	當歸浸膏片
dāng guī kǔ shēn wán	當歸苦參丸
dāng guī lóng huì piàn	當歸龍薈片
dāng guī lóng huì wán	當歸龍薈丸
dāng guī nán zǎo piàn	當歸南棗片
dāng guī niān tòng wán	當歸拈痛丸
dāng guī sháo yào sàn	當歸芍藥散
dāng guī yǎng xuè wán	當歸養血丸
dāng guī yì xuè gāo	當歸益血膏
dǎng shēn yǎng róng wán	黨參養榮丸
dēng zhǎn huā dī wán	燈盞花滴丸
dì ào sī míng piàn	地奧司明片
dì èr dài zhì jì	第二代製劑
dì ěr liú zhuó piàn	地爾硫卓片
dì fēn ní duō piàn	地芬尼多片
dì jú kǒu fú yè	地菊口服液
dì lā pǔ lì piàn	地拉普利片
dì lā zhuó jiāo náng	地拉卓膠囊
dì měi suǒ zhǐ piàn	地美索酯片
dì qū yùn tóng piàn	地屈孕酮片
dì sāi mǐ sōng piàn	地塞米松片
dì sān dài zhì jì	第三代製劑
dì sì dài zhì jì	第四代製劑
dì wǔ dài zhì jì	第五代製劑
dì wǔ fú lóng wán	第五福龍丸
dì yī dài zhì jì	第一代製劑
dì yú huái jiǎo wán	地榆槐角丸
dì yú shēng bái piàn	地榆升白片
diān bái zhū táng jiāng	滇白珠糖漿
diǎn běn fēn tú jì	碘苯酚塗劑
diǎn gān dī yǎn yè	碘苷滴眼液
diǎn huà yóu jiāo wán	碘化油膠丸
diǎn jiān diǎn biàn guā	碘間碘苄胍
diàn jiè zhì sè sàn	電介質色散
diān kuáng lóng hǔ wán	癲狂龍虎丸
diān kuáng mǎ bǎo sàn	癲狂馬寶散
diàn miǎn yì kuò sàn	電免疫擴散
diān qié bì měi piàn	顛茄鉍鎂片
diān qié huáng biàn dìng	顛茄磺苄啶
diān xián kāng jiāo náng	癲癇康膠囊
diào gān hé wèi wán	調肝和胃丸
diào wèi dān shuǐ wán	調胃丹水丸
diào wèi shū gān wán	調胃舒肝丸
diào wèi xiāo zhì wán	調胃消滯丸
diāo yí fáng liè gāo	貂胰防裂膏
diē dǎ cù yù piàn	跌打促愈片
diē dǎ fēng shī jiǔ	跌打風濕酒
diē dǎ huà yū sàn	跌打化瘀散
diē dǎ niǔ shāng sàn	跌打扭傷散
diē dǎ qī lí piàn	跌打七厘片
diē dǎ sǔn shāng wán	跌打損傷丸
diē dǎ zhǐ tòng yè	跌打止痛液
diē shāng líng tiē gāo	跌傷靈貼膏
dīng bǐng nuò fēi piàn	丁丙諾非片
dīng chén tòu gé wán	丁沉透膈丸
dìng chù huà fēng wán	定搐化風丸
dìng chuǎn liáo fèi wán	定喘療肺丸
dìng chuǎn zhǐ sòu wán	定喘止嗽丸
dīng gē dì ěr piàn	丁咯地爾片
dīng guì wēn wèi sàn	丁桂溫胃散
dīng kòu lǐ zhōng wán	丁蔻理中丸
dīng luó huán tóng piàn	丁螺環酮片
dīng péng shù kǒu yè	丁硼漱口液
dīng xiāng làn fàn wán	丁香爛飯丸
dōng bǎo gān tài piàn	東寶肝泰片
dōng bǎo kǒu fú yè	冬寶口服液
dòng chuāng wèi kuì gāo	凍瘡未潰膏
dōng fāng huó xuè gāo	東方活血膏
dòng kě xiāo chá jì	凍可消搽劑
dōng làng dàng jiǎn piàn	東莨菪鹼片
dòng shāng hù fū gāo	凍傷護膚膏
dōng shèng hù gān piàn	東聖護肝片
dòng tiān cháng chūn gāo	洞天長春膏
dòu fu guǒ gān piàn	豆腐果苷片
dòu kòu wǔ wèi sàn	豆蔻五味散
dōu liáng ruǎn jiāo náng	都梁軟膠囊
dōu yān xiāo yún sàn	都煙消雲散
dú huó jì shēng wán	獨活寄生丸
dù jì dú jiǎo gāo	杜記獨角膏
dù mǐ fēn dī wán	度米芬滴丸
dù mǐ fēn hóu piàn	度米芬喉片
dú shèng huó xuè piàn	獨聖活血片
dù xiāng yóu jiāo wán	杜香油膠丸
dù zhòng zhuàng gǔ wán	杜仲壯骨丸
duō bā sī jǐng piàn	多巴絲肼片
duō dòng níng jiāo náng	多動寧膠囊
duō jiāo diǎn jìng piàn	多焦點鏡片
duō nài pài qí piàn	多奈哌齊片
duō pān lì tóng piàn	多潘立酮片
duō shā zuò qín piàn	多沙唑嗪片
duō sī mǎ zhǐ piàn	多司馬酯片
duō suǒ chá jiǎn piàn	多索茶鹼片
duō táng dàn bái piàn	多醣蛋白片
duō táng tiě jiāo náng	多糖鐵膠囊
duō wéi yuán sù piàn	多維元素片
duō xī huán sù piàn	多西環素片
duō zhǒng gài wéi piàn	多種鈣維片
è bèi shā tǎn piàn	厄貝沙坦片
è duō sī tǎn piàn	厄多司坦片
ē jiāo bǔ xuè gāo	阿膠補血膏
ē jiāo sān bǎo gāo	阿膠三寶膏
ē jiāo shēng huà gāo	阿膠生化膏
ē jiāo yǎng xuè gāo	阿膠養血膏
ē jiāo yuǎn zhì gāo	阿膠遠志膏
è luò tì ní piàn	厄洛替尼片
è qiú qí jiāo náng	餓求齊膠囊
ēn dān xī tóng piàn	恩丹西酮片
ēn qǔ tā bīn piàn	恩曲他濱片
ēn tā kǎ péng piàn	恩他卡朋片
ēn tì kǎ wéi piàn	恩替卡韋片
èr bǎo shān yào wán	二寶山藥丸
èr chén kǒu fú yè	二陳口服液
èr chén nóng suō wán	二陳濃縮丸
ěr cōng kǒu fú yè	耳聰口服液
ér fū kāng chá jì	兒膚康搽劑
èr fú ní liǔ piàn	二氟尼柳片
èr jiǎ fú lín piàn	二甲弗林片
èr jiǎ guī yóu piàn	二甲硅油片
èr jiǎ guī yóu sàn	二甲硅油散
èr jiǎ pài tì dìng	二甲哌替啶
èr jiǎ shuāng guā piàn	二甲雙胍片
ěr kě píng táng jiāng	爾可平糖漿
ěr lóng tōng qiào wán	耳聾通竅丸
èr miào wán shuǐ wán	二妙丸水丸
èr mǔ ān sòu piàn	二母安嗽片
èr mǔ ān sòu wán	二母安嗽丸
èr mǔ níng sòu piàn	二母寧嗽片
èr mǔ níng sòu wán	二母寧嗽丸
èr mǔ qīng fèi wán	二母清肺丸
ér pí xǐng kē lì	兒脾醒顆粒
ér tóng huà dú sàn	兒童化毒散
ér tóng huí chūn wán	兒童回春丸
ér tóng ké kē lì	兒童咳顆粒
ér tóng qī zhēn wán	兒童七珍丸
ér tóng qīng fèi wán	兒童清肺丸
èr wèi bá dú sàn	二味拔毒散
èr wéi pú gài piàn	二維葡鈣片
èr xià qīng xīn piàn	二夏清心片
èr xiān kǒu fú yè	二仙口服液
ér xiè tíng kē lì	兒瀉停顆粒
ér xiè tíng táng jiāng	兒瀉停糖漿
ér xiè zhǐ kē lì	兒瀉止顆粒
èr yǎng bǐng qín piàn	二氧丙嗪片
ér zhì líng kē lì	兒滯靈顆粒
èr zhì nóng suō wán	二至濃縮丸
fá dì nà fēi piàn	伐地那非片
fā hàn jiě rè wán	發汗解熱丸
fǎ mò tì dīng piàn	法莫替丁片
fǎ mò tì dīng sàn	法莫替丁散
fá xī luò wéi piàn	伐昔洛韋片
fǎn hún cǎo chōng jì	返魂草沖劑
fàn liú yǐ àn piàn	泛硫乙胺片
fǎn qì xuán xiāo sàn	反氣旋消散
fàn xī luò wéi piàn	泛昔洛韋片
fǎn yìng yì zhì jì	反應抑制劑
fáng fēng tōng shèng sàn	防風通聖散
fáng fēng tōng shèng wán	防風通聖丸
fáng jǐ fú líng tāng	防己茯苓湯
fáng jǐ fú líng wán	防己茯苓丸
fáng jǐ guān jié wán	防己關節丸
fáng shuāi yì shòu wán	防衰益壽丸
fáng zhǐ bí yán piàn	防芷鼻炎片
fèi bǎo sān xiào piàn	肺寶三效片
féi dá shì jūn yè	肥達氏菌液
féi ér bǎo kē lì	肥兒寶顆粒
féi ér kǒu fú yè	肥兒口服液
fēi jīn shǔ diàn piàn	非金屬墊片
fèi lì ké hé jì	肺力咳合劑
fēi lóng duó mìng wán	飛龍奪命丸
fēi luò bèi tè piàn	非洛貝特片
fēi luò dì píng piàn	非洛地平片
fēi nà gēn táng jiāng	非那根糖漿
fēi nà xióng àn piàn	非那雄胺片
fēi nài lì tóng piàn	非奈利酮片
fèi níng kǒu fú yè	肺寧口服液
fēi nuò bèi tè piàn	非諾貝特片
fèi pào guàn xǐ yè	肺泡灌洗液
fēi pǔ lā zōng piàn	非普拉宗片
fèi rè pǔ qīng sàn	肺熱普清散
fēi sè de dàn wán	緋色的彈丸
fēi sè de qiàn piàn	緋色的欠片
fèi téng de xuè yè	沸騰的血液
fēn ān kā mǐn piàn	酚氨咖敏片
fēn bù fēn jiāo náng	芬布芬膠囊
fěn cì kǒu fú yè	粉刺口服液
fēn dīng ān chá jì	酚丁安搽劑
fēn fú lā míng piàn	芬氟拉明片
fēn huáng yǐ àn piàn	酚磺乙胺片
fēn jiě yì zhì jì	分解抑制劑
fēn má měi mǐn piàn	酚麻美敏片
fēn míng wěi má piàn	酚明僞麻片
fēn qīng wǔ lín wán	分清五淋丸
fēn tài ní tiē jì	芬太尼貼劑
fēng dú zhù shè yè	蜂毒注射液
fēng hán gǔ tòng wán	風寒骨痛丸
fēng hán ké sòu wán	風寒咳嗽丸
fēng hòu sì shàn sàn	風后四扇散
fēng huáng tāi jiāo náng	蜂皇胎膠囊
fēng là sù jiāo náng	蜂蠟素膠囊
fēng líng kǒu fú yè	楓苓口服液
fēng qié píng chuǎn gāo	風茄平喘膏
fēng rè ké sòu wán	風熱咳嗽丸
fēng shāng zhǐ tòng gāo	風傷止痛膏
fēng shī ān tài piàn	風濕安泰片
fēng shī diē dǎ dīng	風濕跌打酊
fēng shī dìng jiāo náng	風濕定膠囊
fēng shī fú yīn wán	風濕福音丸
fēng shī gǔ kāng piàn	風濕骨康片
fēng shī gǔ tòng piàn	風濕骨痛片
fēng shī gǔ tòng wán	風濕骨痛丸
fēng shī guān jié jiǔ	風濕關節酒
fēng shī hán tòng piàn	風濕寒痛片
fēng shī líng xiān yè	風濕靈仙液
fēng shī mǎ qián piàn	風濕馬錢片
fēng shī níng yào jiǔ	風濕寧藥酒
fēng shī shāng tòng gāo	風濕傷痛膏
fēng shī shèn tòu gāo	風濕滲透膏
fēng shī shū luò bǎo	風濕舒絡寶
fēng shī sù xiào wán	風濕速效丸
fēng shī xī tóng piàn	風濕豨桐片
fēng shī yào jiǔ liào	風濕藥酒料
fēng shī zhǐ tòng wán	風濕止痛丸
fēng tòng ān jiāo náng	風痛安膠囊
fú bāo mì dìng piàn	氟胞嘧啶片
fú bǐ luò fēn piàn	氟比洛芬片
fù bì shū jiāo náng	婦必舒膠囊
fū biàn xī lín nà	呋苄西林鈉
fú duō sī tǎn piàn	福多司坦片
fú ěr kě dìng piàn	福爾可定片
fù fāng bā dàn rén	複方巴旦仁
fù fāng bái zhǐ dīng	複方白芷酊
fù fāng bàn biān lián	複方半邊蓮
fù fāng bàn xià piàn	複方半夏片
fù fāng bèi mǔ piàn	複方貝母片
fù fāng bèi mǔ sàn	複方貝母散
fù fāng bò he dīng	複方薄荷酊
fù fāng bò hé nǎo	複方薄荷腦
fù fāng bǔ gǔ zhī	複方補骨脂
fù fāng cǎo yù méi	複方草玉梅
fù fāng chá dān piàn	複方茶丹片
fù fāng chá jiǎn piàn	複方茶鹼片
fù fāng chán sū gāo	複方蟾酥膏
fù fāng chán sū wán	複方蟾酥丸
fù fāng chén xiāng wèi	複方陳香胃
fù fāng chéng pí xǔ	複方橙皮醑
fù fāng chóng lóu dīng	複方重樓酊
fù fāng chuān bèi jīng	複方川貝精
fù fāng chuān xiōng dīng	複方川芎酊
fù fāng cí yùn piàn	複方雌孕片
fù fāng dà huáng dīng	複方大黃酊
fù fāng dǎn ān piàn	複方膽氨片
fù fāng dǎn níng piàn	複方膽寧片
fù fāng dān shēn wán	複方丹參丸
fù fāng dǎn tōng piàn	複方膽通片
fù fāng dān yīn gāo	複方丹茵膏
fù fāng dān zhì piàn	復方丹蛭片
fù fāng dǎng shēn piàn	復方黨參片
fù fāng dì lóng piàn	復方地龍片
fù fāng dì shě píng	複方地舍平
fù fāng dù juān piàn	復方杜鵑片
fù fāng dù zhòng piàn	復方杜仲片
fù fāng ē jiāo jiāng	復方阿膠漿
fù fāng fēng shī níng	復方風濕寧
fù fāng fú kě dìng	複方福可定
fù fāng gān bì měi	複方甘鉍鎂
fù fāng gān jìn gāo	複方肝浸膏
fù fāng gān wéi lóng	複方肝維隆
fù fāng gǎng rěn piàn	復方崗稔片
fù fāng gāo zī bān	複方高滋斑
fù fāng gōng yīng piàn	復方公英片
fù fāng gōu téng piàn	復方鉤藤片
fù fāng há qīng piàn	復方蛤青片
fù fāng hǎi shé dīng	復方海蛇酊
fù fāng hé chē wán	複方河車丸
fù fāng hé xuè wán	復方和血丸
fù fāng hǔ zhàng piàn	復方虎杖片
fù fāng huáng àn mǐ	復方磺胺脒
fù fāng huáng bò yè	復方黃柏液
fù fāng huáng dài piàn	復方黃黛片
fù fāng huáng lián gāo	複方黃連膏
fù fāng huáng qín piàn	復方黃芩片
fù fāng huó nǎo shū	複方活腦舒
fù fāng huò xiāng piàn	復方藿香片
fù fāng jiàn liáo shuāng	複方健療霜
fù fāng jiàng yā dìng	複方降壓定
fù fāng jiàng zhī piàn	複方降脂片
fù fāng jiē gǔ piàn	複方接骨片
fù fāng jīn pú piàn	複方金蒲片
fù fāng jīng jiè xūn	複方荊芥燻
fù fāng jú yóu rǔ	複方桔油乳
fù fāng jué míng piàn	複方決明片
fù fāng ké měi fēn	複方咳美芬
fù fāng lán zōng guǒ	複方藍棕果
fù fāng lè mǎ huí	複方勒馬回
fù fāng léi suǒ xīn	複方雷瑣辛
fù fāng lì gān píng	複方利肝平
fù fāng liǔ ān kā	複方柳安咖
fù fāng liǔ jú piàn	複方柳菊片
fù fāng liú xǐ jì	複方硫洗劑
fù fāng lóng dǎn dīng	複方龍膽酊
fù fāng lù cān gāo	複方鹿參膏
fù fāng lù tāi wán	複方鹿胎丸
fù fāng lù xiān cǎo	複方鹿仙草
fù fāng mǎ qí tōng	複方馬其通
fù fāng měi jié jìng	複方美潔淨
fù fāng mián fēn piàn	複方棉酚片
fù fāng nán wǔ jiā	複方南五加
fù fāng niào wéi ān	複方尿維氨
fù fāng nuò yùn zhǐ	複方諾孕酯
fù fāng péng shā sàn	複方硼砂散
fù fāng pú qín piàn	複方蒲芩片
fù fāng qì guǎn yán	複方氣管炎
fù fāng qiān zhèng gāo	複方牽正膏
fù fāng qīng bì piàn	複方清痹片
fù fāng qīng dài wán	複方青黛丸
fù fāng qiū liè àn	複方秋裂胺
fù fāng quán shēn piàn	複方拳參片
fù fāng rè fū sàn	複方熱敷散
fù fāng sān qī sàn	複方三七散
fù fāng shāng fù níng	複方傷復寧
fù fāng shèn yán piàn	複方腎炎片
