ā yóu qiān	錒鈾鉛
lǜ jiǎ quán	氯甲醛
lǜ jiǎ suān	氯甲酸
lǜ jiǎn chǎng	氯鹼廠
lǜ jiǎn fǎ	氯鹼法
lǜ jīn suān	氯金酸
lǜ jú zhǐ	氯菊酯
lǜ kǎ bīn	氯卡賓
lǜ kuí lín	氯喹啉
lǜ kuí tóng	氯喹酮
lǜ lí zǐ	氯離子
lǜ lìn suān	氯膦酸
lǜ lín suān	氯磷酸
lǜ liǔ dīng	氯柳酊
lǜ liú fēn	氯硫酚
lǜ liú lín	氯硫磷
lǜ měi shí	氯鎂石
lǜ měng kuàng	氯錳礦
lǜ mì dìng	氯嘧啶
lǜ mǐ fēn	氯米芬
lǜ nài fēn	氯萘酚
lǜ nài gān	氯萘酐
lǜ pài dìng	氯哌啶
lǜ piào lìng	氯嘌呤
lǜ qì dàn	氯氣彈
lǜ qiān kuàng	氯鉛礦
lǜ qiān suān	氯鉛酸
lǜ qīng kūn	氯氫醌
lǜ quán táng	氯醛糖
lǜ rǎn suān	氯冉酸
lǜ rén wán	氯壬烷
lǜ sāi qín	氯噻嗪
lǜ sāi tóng	氯噻酮
lǜ sè àn	氯色胺
lǜ shā tǎn	氯沙坦
lǜ shǎn shí	氯閃石
lǜ shǔ tóng	氯鼠酮
lǜ suān ǎn	氯酸銨
lǜ suān bèi	氯酸鋇
lǜ suān bì	氯酸鉍
lǜ suān ěr	氯酸鉺
lǜ suān gài	氯酸鈣
lǜ suān gè	氯酸鉻
lǜ suān gé	氯酸鎘
lǜ suān gēn	氯酸根
lǜ suān gǒng	氯酸汞
lǜ suān gǔ	氯酸鈷
lǜ suān jiǎ	氯酸鉀
lǜ suān jiā	氯酸鎵
lǜ suān lán	氯酸鑭
lǜ suān léi	氯酸鐳
lǜ suān lǐ	氯酸鋰
lǜ suān lǚ	氯酸鋁
lǜ suān měi	氯酸鎂
lǜ suān měng	氯酸錳
lǜ suān niè	氯酸鎳
lǜ suān pǔ	氯酸鐠
lǜ suān qiān	氯酸鉛
lǜ suān rú	氯酸銣
lǜ suān sè	氯酸銫
lǚ suān sī	鋁酸鍶
lǜ suān sī	氯酸鍶
lǜ suān tā	氯酸鉈
lǜ suān tiě	氯酸鐵
lǜ suān tóng	氯酸銅
lǜ suān xīn	氯酸鋅
lǜ suān yán	氯酸鹽
lǜ suān yǐ	氯酸釔
lǜ suān yín	氯酸銀
lǜ suān yīn	氯酸銦
lǜ suō màn	氯梭曼
lǜ tóng fán	氯銅礬
lǜ tóng kuàng	氯銅礦
lǜ wù jīng	氯戊腈
lǜ wù suān	氯戊酸
lǜ wù wán	氯戊烷
lǜ xiān fú	氯酰氟
lǜ xiān yán	氯酰鹽
lǜ xiāo dú	氯消毒
lǜ xīn wán	氯辛烷
lǜ xiù běn	氯溴苯
lǜ xún huán	氯循環
lǜ yā jī	氯壓機
lǜ yà míng	氯亞明
lǜ yān jiǎn	氯煙鹼
lǜ yān jīng	氯煙腈
lǜ yān suān	氯煙酸
lǜ yǐ běn	氯乙苯
lǜ yǐ chún	氯乙醇
lǜ yǐ dìng	氯已定
lǜ yǐ jī	氯乙基
lǜ yǐ jīng	氯乙腈
lǜ yǐ líng	氯乙靈
lǜ yǐ quán	氯乙醛
lǜ yǐ quē	氯乙炔
lǜ yǐ suān	氯乙酸
lǜ yī suān	氯銥酸
lǜ yǐ wán	氯乙烷
lǜ yǐ xī	氯乙烯
lǜ yǐn duǒ	氯吲哚
lǜ yíng ēn	氯熒蒽
lǜ yóu kuàng	綠鈾礦
lǜ zhǐ xǐng	氯酯醒
mài yá xī	麥芽硒
měng bèi kuàng	錳鋇礦
měng suān bèi	錳酸鋇
mù gài kuàng	鉬鈣礦
mù gè hóng	鉬鉻紅
mù hé jīn	鉬合金
mù jīng kuàng	鉬精礦
mù kuàng chuáng	鉬礦床
mù kuàng shí	鉬礦石
mù qiān kuàng	鉬鉛礦
mù suān ǎn	鉬酸銨
mù suān bèi	鉬酸鋇
mù suān bì	鉬酸鉍
mù suān gài	鉬酸鈣
mù suān jiǎ	鉬酸鉀
mù suān lǚ	鉬酸鋁
mù suān měng	鉬酸錳
mù suān nà	鉬酸鈉
mù suān nǚ	鉬酸釹
mù suān pǔ	鉬酸鐠
mù suān qiān	鉬酸鉛
mù suān rú	鉬酸銣
mù suān shān	鉬酸釤
mù suān xīn	鉬酸鋅
mù suān yán	鉬酸鹽
mù suān yín	鉬酸銀
mù suān yīn	鉬酸銦
mù tóng kuàng	鉬銅礦
mù wū rǎn	鉬污染
mù yuán sù	鉬元素
mù yuán zǐ	鉬原子
nà ní kuàng	鈉鈮礦
nài xī fēn	萘硒酚
ní gài kuàng	鈮鈣礦
ní suān jiǎ	鈮酸鉀
ní suān lǐ	鈮酸鋰
ní suān yán	鈮酸鹽
ní suān yín	鈮酸銀
ní tiě kuàng	鈮鐵礦
ní yǐ kuàng	鈮釔礦
ní yuán sù	鈮元素
ní yuán zǐ	鈮原子
nóng suō yóu	濃縮鈾
nǚ bō li	釹玻璃
nǚ cí tiě	釹磁鐵
nǚ tiě péng	釹鐵硼
nǚ yuán sù	釹元素
nǚ yuán zǐ	釹原子
ǒu dàn běn	偶氮苯
ǒu dàn shēn	偶氮砷
ǒu shēn běn	偶砷苯
péng huà mù	硼化鉬
péng huà tǎn	硼化鉭
péng pī shí	硼鈹石
péng suān bèi	硼酸鋇
péng zá běn	硼雜苯
pī dān zhì	鈹單質
pī jīn shǔ	鈹金屬
pī kuàng chuáng	鈹礦床
pī liú shí	鈹榴石
pī qīng tóng	鈹青銅
pī suān yán	鈹酸鹽
pī wū rǎn	鈹污染
pī yuán sù	鈹元素
pī yuán zǐ	鈹原子
piān shēn suān	偏砷酸
piē dāo chuān	氕氘氚
piē yuán sù	氕元素
piē yuán zǐ	氕原子
pín huà yóu	貧化鈾
pín yóu dàn	貧鈾彈
pǒ yuán sù	鉕元素
pǒ yuán zǐ	鉕原子
pǔ tōng sī	普通鍶
pǔ yuán sù	鐠元素
pǔ yuán zǐ	鐠原子
qī lǜ nài	七氯萘
qiǎng běn zhǐ	羥苯酯
qiǎng lǜ kuí	羥氯喹
qíng běn jī	氰苯基
qīng huà bèi	氫化鋇
qíng huà bèi	氰化鋇
qíng huà lǜ	氰化氯
qīng huà pī	氫化鈹
qīng huà rú	氫化銣
qīng huà sè	氫化銫
qīng huà shēn	氫化砷
qíng huà shì	氰化鈰
qīng huà sī	氫化鍶
qīng huà tā	氫化鉈
qīng huà tī	氫化銻
qīng huà yǐ	氫化釔
qīng huà yīn	氫化銦
qīng huà yóu	氫化鈾
qīng huà zhě	氫化鍺
qíng jī běn	氰基苯
qīng lǜ suān	氫氯酸
qíng suān bèi	氰酸鋇
qīng xī suān	氫硒酸
qīng yóu dàn	氫鈾彈
quán lǜ nài	全氯萘
quē bǐng lǜ	炔丙氯
rén xiān lǜ	壬酰氯
rú dān zhì	銣單質
rú kuàng chuáng	銣礦床
rú lí zǐ	銣離子
rú sī fǎ	銣鍶法
rú yuán sù	銣元素
rú yuán zǐ	銣原子
sān běn àn	三苯胺
sān běn jī	三苯基
sān běn jiǎ	三苯甲
sān běn lìn	三苯膦
sān běn shèn	三苯胂
sān diǎn běn	三碘苯
sān fú běn	三氟苯
sān fú jiǎ	三氟甲
sān jiǎ běn	三甲苯
sān jià shēn	三價砷
sān lián běn	三聯苯
sān lǜ běn	三氯苯
sān lǜ fēn	三氯酚
sān lǜ nài	三氯萘
sān lǜ shā	三氯沙
sān lǜ shēng	三氯生
sān lǜ sōng	三氯松
sān lǜ xīn	三氯新
sān xiāo jī	三硝基
sān xiù běn	三溴苯
sān xiù fēn	三溴酚
sān yà běn	三亞苯
sān yǎng huà	三氧化
sān yǐ àn	三乙胺
sān yǐ běn	三乙苯
sān yǐ lìn	三乙膦
sè dān zhì	銫單質
sè fèi shí	銫沸石
sè kuàng chuáng	銫礦床
sè lí zǐ	銫離子
sè liú shí	銫榴石
sè yuán sù	銫元素
sè yuán zǐ	銫原子
sè zhù shí	銫柱石
shān nǚ fǎ	釤釹法
shǎn tī kuàng	閃銻礦
shān yuán sù	釤元素
shān yuán zǐ	釤原子
shēn bì kuàng	砷鉍礦
shēn bó kuàng	砷鉑礦
shēn bō li	砷玻璃
shēn dān zhì	砷單質
shēn gài shí	砷鈣石
shēn gǔ kuàng	砷鈷礦
shēn hán liàng	砷含量
shēn huà gǒng	砷化汞
shēn huà jiā	砷化鎵
shēn huà lǚ	砷化鋁
shēn huà péng	砷化硼
shēn huà qīng	砷化氫
shēn huà wù	砷化物
shēn huī shí	砷灰石
shēn kuàng chuáng	砷礦床
shēn měi shí	砷鎂石
shēn měng kuàng	砷錳礦
shēn niè kuàng	砷鎳礦
shēn qiān kuàng	砷鉛礦
shēn qiān shí	砷鉛石
shēn suān ǎn	砷酸銨
shēn suān bèi	砷酸鋇
shēn suān dī	砷酸鏑
shēn suān diū	砷酸銩
shēn suān ěr	砷酸鉺
shēn suān gá	砷酸釓
shēn suān gài	砷酸鈣
shēn suān gān	砷酸酐
shēn suān gēn	砷酸根
shēn suān gǒng	砷酸汞
shēn suān huǒ	砷酸鈥
shēn suān jiǎ	砷酸鉀
shēn suān kàng	砷酸鈧
shēn suān lán	砷酸鑭
shēn suān lǐ	砷酸鋰
shēn suān lǔ	砷酸鑥
shēn suān měi	砷酸鎂
shēn suān nà	砷酸鈉
shēn suān niè	砷酸鎳
shēn suān nǚ	砷酸釹
shēn suān pǒ	砷酸鉕
shēn suān pǔ	砷酸鐠
shēn suān qiān	砷酸鉛
shēn suān shān	砷酸釤
shēn suān shì	砷酸鈰
shēn suān tè	砷酸鋱
shēn suān tī	砷酸銻
shēn suān tiě	砷酸鐵
shēn suān tóng	砷酸銅
shēn suān xīn	砷酸鋅
shēn suān yán	砷酸鹽
shēn suān yì	砷酸鐿
shēn suān yǐ	砷酸釔
shēn suān yín	砷酸銀
shēn suān yǒu	砷酸銪
shēn suān zhǐ	砷酸酯
shēn tī kuàng	砷銻礦
shēn tiě fán	砷鐵礬
shēn tiě kuàng	砷鐵礦
shēn tóng kuàng	砷銅礦
shēn wū rǎn	砷汙染
shēn xiá shí	砷霞石
shēn xīn kuàng	砷鋅礦
shēn xīn shí	砷鋅石
shēn yǐ shí	砷釔石
shēn yín kuàng	砷銀礦
shēn yóu kuàng	砷鈾礦
shēn yuán sù	砷元素
shēn yuán zǐ	砷原子
shēn zá běn	砷雜苯
shēn zhì jì	砷製劑
shì dī dìng	鈰滴定
shì guī shí	鈰硅石
shì liàng fǎ	鈰量法
shí lǜ tóng	十氯酮
shì yì cháng	鈰異常
shì yǐ kuàng	鈰釔礦
shì yín kuàng	鈰銀礦
shì yuán sù	鈰元素
shì yuán zǐ	鈰原子
shū dīng běn	叔丁苯
shuāng lǜ fēn	雙氯酚
shuǐ tī fán	水銻礬
shuǐ wū huá	水鎢華
shuǐ yóu fán	水鈾礬
shuǐ yóu kuàng	水鈾礦
sī dān zhì	鍶單質
sì diǎn běn	四碘苯
sī fèi shí	鍶沸石
sī jì shí	鍶計時
sì jiǎ běn	四甲苯
sī kuàng chuáng	鍶礦床
sī lí zǐ	鍶離子
sì lián běn	四聯苯
sì lǜ běn	四氯苯
sì lǜ fēn	四氯酚
sì shēn běn	四伸苯
sì xiù běn	四溴苯
sī yuán sù	鍶元素
sī yuán zǐ	鍶原子
suān běn zhǐ	酸苯酯
tā kuàng chuáng	鉈礦床
tā lí zǐ	鉈離子
tā yuán sù	鉈元素
tā yuán zǐ	鉈原子
tài suān bèi	鈦酸鋇
tài suān sè	鈦酸銫
tài suān sī	鈦酸鍶
tài xiān lǜ	酞酰氯
tài yóu kuàng	鈦鈾礦
tàn bèi kuàng	碳鋇礦
tǎn diàn róng	鉭電容
tǎn fěn chén	鉭粉塵
tàn huà ní	碳化鈮
tàn huà pī	碳化鈹
tàn huà tǎn	碳化鉭
tàn huà wū	碳化鎢
tàn huà yóu	碳化鈾
tàn lǜ líng	碳氯靈
tǎn ní kuàng	鉭鈮礦
tàn sī kuàng	碳鍶礦
tàn suān bèi	碳酸鋇
tǎn suān jiǎ	鉭酸鉀
tǎn suān lǐ	鉭酸鋰
tǎn suān lǔ	鉭酸鑥
tàn suān lǔ	碳酸鑥
tàn suān nǚ	碳酸釹
tǎn suān nǚ	鉭酸釹
tàn suān pī	碳酸鈹
tàn suān pǔ	碳酸鐠
tǎn suān qiān	鉭酸鉛
tàn suān rú	碳酸銣
tàn suān sè	碳酸銫
tàn suān shān	碳酸釤
tàn suān shì	碳酸鈰
tàn suān sī	碳酸鍶
tàn suān tā	碳酸鉈
tàn suān tè	碳酸鋱
tàn suān tǔ	碳酸釷
tǎn suān yán	鉭酸鹽
tàn suān yì	碳酸鐿
tàn suān yǐ	碳酸釔
tǎn suān yín	鉭酸銀
tàn suān yǒu	碳酸銪
tǎn tiě kuàng	鉭鐵礦
tǎn xī kuàng	鉭錫礦
tàn xī lǜ	碳醯氯
tàn xiān lǜ	碳酰氯
tǎn yuán sù	鉭元素
tǎn yuán zǐ	鉭原子
tāng jī mù	羰基鉬
tāng jī xī	羰基硒
tè yuán sù	鋱元素
tè yuán zǐ	鋱原子
tī bǎ kuàng	銻鈀礦
tī bó kuàng	銻鉑礦
tī dān zhì	銻單質
tī diàn jí	銻電極
tī huà qīng	銻化氫
tī huà wù	銻化物
tī huà yīn	銻化銦
tī kuàng chuáng	銻礦床
tī ní kuàng	銻鈮礦
tī suān gān	銻酸酐
tī suān nà	銻酸鈉
tī suān ní	銻酸鈮
tī suān yán	銻酸鹽
tī tǎn kuàng	銻鉭礦
tī tiě kuàng	銻鐵礦
tī tóng kuàng	銻銅礦
tī yín kuàng	銻銀礦
tī yuán sù	銻元素
tī yuán zǐ	銻原子
tī zá běn	銻雜苯
tī zhě shí	銻赭石
tiān rán yóu	天然鈾
tiě mù huá	鐵鉬華
tóng mù kuàng	銅鉬礦
tóng wū huá	銅鎢華
tóng zhèng suān	酮症酸
tǔ kuàng chuáng	釷礦床
tǔ shì jì	釷試劑
tǔ wū kuàng	釷鎢礦
tǔ yǐ kuàng	釷釔礦
tǔ yóu bǐ	釷鈾比
tǔ yóu kuàng	釷鈾礦
tǔ yuán sù	釷元素
tǔ yuán zǐ	釷原子
tuō běn tǎ	脫苯塔
tuō běn yóu	脫苯油
tuō lǜ jì	脫氯劑
tuō lǜ tǎ	脫氯塔
tuō qīng běn	脫氫苯
tuō shēn jì	脫砷劑
tuō shēn tǎ	脫砷塔
wán jī běn	烷基苯
wū bì kuàng	鎢鉍礦
wū diàn jí	鎢電極
wǔ fú běn	五氟苯
wū hé jīn	鎢合金
wú jī běn	無機苯
wù jī běn	戊基苯
wú jī shēn	無機砷
wú jī xī	無機硒
wǔ jiǎ běn	五甲苯
wǔ jià shēn	五價砷
wū jīng kuàng	鎢精礦
wū kuàng chuáng	鎢礦床
wū kuàng shí	鎢礦石
wǔ lǜ běn	五氯苯
wǔ lǜ fēn	五氯酚
wū měng kuàng	鎢錳礦
wū qiān kuàng	鎢鉛礦
wú shēn xīn	無砷鋅
wū sī dēng	鎢絲燈
wū suān ǎn	鎢酸銨
wū suān bèi	鎢酸鋇
wū suān gài	鎢酸鈣
wū suān gào	鎢酸鋯
wū suān gé	鎢酸鎘
wū suān gēn	鎢酸根
wū suān gǔ	鎢酸鈷
wū suān jiǎ	鎢酸鉀
wū suān lán	鎢酸鑭
wū suān lǐ	鎢酸鋰
wū suān lǚ	鎢酸鋁
wū suān měng	鎢酸錳
wū suān nà	鎢酸鈉
wū suān niè	鎢酸鎳
wū suān qiān	鎢酸鉛
wū suān rú	鎢酸銣
wū suān sè	鎢酸銫
wū suān tiě	鎢酸鐵
wū suān tóng	鎢酸銅
wū suān xīn	鎢酸鋅
wū suān yán	鎢酸鹽
wū suān yín	鎢酸銀
wū suān yīn	鎢酸銦
wū tiě kuàng	鎢鐵礦
wū tiě shí	鎢鐵石
wù xiān lǜ	戊酰氯
wū xīn kuàng	鎢鋅礦
wū yuán sù	鎢元素
wū yuán zǐ	鎢原子
xǐ běn tǎ	洗苯塔
xī bì kuàng	硒鉍礦
xī chún yán	硒醇鹽
xī dàn bái	硒蛋白
xī dān zhì	硒單質
xī fù yóu	吸附鈾
xī gǒng kuàng	硒汞礦
xī gǔ kuàng	硒鈷礦
xī hán liàng	硒含量
xī hé jì	硒合劑
xī huà gé	硒化鎘
xī huà gǔ	硒化鈷
xī huà jiǎ	硒化鉀
xī huà lín	硒化磷
xī huà nà	硒化鈉
xī huà qiān	硒化鉛
xī huà qīng	硒化氫
xī huà tiě	硒化鐵
xī huà tóng	硒化銅
xī huà wù	硒化物
xī huà xīn	硒化鋅
xī huà yín	硒化銀
xī jī běn	烯基苯
xī jiào mǔ	硒酵母
xī kuàng chuáng	硒礦床
xī lí zǐ	硒離子
xī lǜ shuǐ	稀氯水
xī mài yá	硒麥芽
xī pī shí	矽鈹石
xī qiān kuàng	硒鉛礦
xī shā guā	硒砂瓜
xī suān ǎn	硒酸銨
xī suān bèi	硒酸鋇
xī suān bèi	錫酸鋇
xī suān dī	硒酸鏑
xī suān diū	硒酸銩
xī suān ěr	硒酸鉺
xī suān gá	硒酸釓
xī suān gào	硒酸鋯
xī suān gé	硒酸鎘
xī suān hā	硒酸鉿
xī suān huǒ	硒酸鈥
xī suān jiǎ	硒酸鉀
xī suān jiā	硒酸鎵
xī suān jīn	硒酸金
xī suān lǔ	硒酸鑥
xī suān lǚ	硒酸鋁
xī suān nà	硒酸鈉
xī suān niè	硒酸鎳
xī suān pǔ	硒酸鐠
xī suān qiān	硒酸鉛
xī suān sè	硒酸銫
xī suān shì	硒酸鈰
xī suān tiě	硒酸鐵
xī suān tóng	硒酸銅
xī suān tǔ	硒酸釷
xī suān xīn	硒酸鋅
xī suān yán	硒酸鹽
xī suān yì	硒酸鐿
xī suān yín	硒酸銀
xī suān yīn	硒酸銦
xī tiě kuàng	硒鐵礦
xī tóng kuàng	硒銅礦
xī wū rǎn	硒污染
xī wū suān	矽鎢酸
xī xī fú	硒醯氟
xī xiān àn	硒酰胺
xī xiān fú	硒酰氟
xī yín kuàng	硒銀礦
xī yuán sù	硒元素
xī yuán zǐ	硒原子
xī zá běn	錫雜苯
xī zhěng liú	硒整流
xiān jī lǜ	酰基氯
xiǎo běn huán	小苯環
xiāo jī běn	硝基苯
xiāo suān bèi	硝酸鋇
xiāo suān liǎo	硝酸釕
xiāo suān lǔ	硝酸鑥
xiāo suān lǜ	硝酸氯
xiāo suān mù	硝酸鉬
xiāo suān nǚ	硝酸釹
xiāo suān pī	硝酸鈹
xiāo suān pǒ	硝酸鉕
xiāo suān pǔ	硝酸鐠
xiāo suān rú	硝酸銣
xiāo suān sè	硝酸銫
xiāo suān shān	硝酸釤
xiāo suān shì	硝酸鈰
xiāo suān sī	硝酸鍶
xiāo suān tā	硝酸鉈
xiāo suān tè	硝酸鋱
xiāo suān tī	硝酸銻
xiāo suān tǔ	硝酸釷
xiāo suān yì	硝酸鐿
xiāo suān yǐ	硝酸釔
xiāo suān yīn	硝酸銦
xiāo suān yǒu	硝酸銪
xiāo suān yóu	硝酸鈾
xiāo xiān lǜ	硝酰氯
xīn bèi bái	鋅鋇白
xīn hé xī	鋅和硒
xīn xī bǎo	鋅硒寶
xīn xiān lǜ	辛酰氯
xiù ān suān	溴氨酸
xiù běn àn	溴苯胺
xiù běn gān	溴苯酐
xiù běn jī	溴苯基
xiù běn jīng	溴苯腈
xiù běn jǐng	溴苯肼
xiù běn tài	溴苯酞
xiù běn tài	溴苯肽
xiù bǐ dìng	溴吡啶
xiù bǐ qín	溴吡嗪
xiù biàn jī	溴苄基
xiù bǐng chún	溴丙醇
xiù bǐng jīng	溴丙腈
xiù bǐng quē	溴丙炔
xiù bǐng suān	溴丙酸
xiù bǐng tóng	溴丙酮
xiù bǐng wán	溴丙烷
xiù bǐng xī	溴丙烯
xiù bó suān	溴鉑酸
xiù chá jiǎn	溴茶鹼
xiù chóng jīng	溴蟲腈
xiù cù suān	溴醋酸
xiù dài běn	溴代苯
xiù dài fēi	溴代菲
xiù dài nài	溴代萘
xiù dài tīng	溴代烴
xiù dài wán	溴代烷
xiù dān zhì	溴單質
xiù dī dìng	溴滴定
xiù dí lóng	溴敵隆
xiù diǎn běn	溴碘苯
xiù diàn lán	溴靛藍
xiù dīng chún	溴丁醇
xiù dīng suān	溴丁酸
xiù dīng wán	溴丁烷
xiù dīng xī	溴丁烯
xiù duǒ lín	溴朵林
xiù fēn hóng	溴酚紅
xiù fēn lán	溴酚藍
xiù fēn zǐ	溴酚紫
xiù fú běn	溴氟苯
xiù gēng wán	溴庚烷
xiù guāng qì	溴光氣
xiù guǐ wán	溴癸烷
xiù guī wán	溴硅烷
xiù huà ā	溴化錒
xiù huà ài	溴化砹
xiù huà āi	溴化鎄
xiù huà ǎn	溴化銨
xiù huà bǎ	溴化鈀
xiù huà bèi	溴化鋇
xiù huà bì	溴化鉍
xiù huà biàn	溴化苄
xiù huà bó	溴化鉑
xiù huà bù	溴化鈈
xiù huà bū	溴化鈽
xiù huà dāo	溴化氘
xiù huà dì	溴化碲
xiù huà dī	溴化鏑
xiù huà diǎn	溴化碘
xiù huà diū	溴化銩
xiù huà ě	溴化砈
xiù huà ěr	溴化鉺
xiù huà fán	溴化釩
xiù huà gá	溴化釓
xiù huà gài	溴化鈣
xiù huà gào	溴化鋯
xiù huà gé	溴化鎘
xiù huà gè	溴化鉻
xiù huà gǒng	溴化汞
xiù huà gǔ	溴化鈷
xiù huà guī	溴化硅
xiù huà hā	溴化鉿
xiù huà huǒ	溴化鈥
xiù huà jì	溴化劑
xiù huà jiǎ	溴化鉀
xiù huà jiā	溴化鎵
xiù huà jīn	溴化金
xiù huà jū	溴化鋦
xiù huà kàng	溴化鈧
xiù huà léi	溴化鐳
xiù huà lǐ	溴化鋰
xiù huà lín	溴化磷
xiù huà lǔ	溴化鑥
xiù huà lǚ	溴化鋁
xiù huà lǜ	溴化氯
xiù huà měi	溴化鎂
xiù huà měng	溴化錳
xiù huà mù	溴化鉬
xiù huà nà	溴化鈉
xiù huà niè	溴化鎳
xiù huà nǚ	溴化釹
xiù huà péi	溴化錇
xiù huà pī	溴化鈹
xiù huà pǒ	溴化鉕
xiù huà pǔ	溴化鐠
xiù huà qiān	溴化鉛
xiù huà qīng	溴化氫
xiù huà qíng	溴化氰
xiù huà rú	溴化銣
xiù huà sè	溴化銫
xiù huà shān	溴化釤
xiù huà shì	溴化鈰
xiù huà sī	溴化鍶
xiù huà tā	溴化鉈
xiù huà tǎn	溴化鉭
xiù huà tè	溴化鋱
xiù huà tiě	溴化鐵
xiù huà tóng	溴化銅
xiù huà wù	溴化物
xiù huà xī	溴化錫
xiù huà xī	溴化硒
xiù huà xīn	溴化鋅
xiù huà yì	溴化鐿
xiù huà yǐ	溴化釔
xiù huà yín	溴化銀
xiù huà yīn	溴化銦
xiù huà yǒu	溴化銪
xiù huáng suān	溴磺酸
xiù jǐ suān	溴己酸
xiù jǐ wán	溴己烷
xiù jǐ xīn	溴己新
xiù jiǎ běn	溴甲苯
xiù jiǎ jī	溴甲基
xiù jiǎ mí	溴甲醚
xiù jiǎ wán	溴甲烷
xiù jīn suān	溴金酸
xiù jūn jīng	溴菌腈
xiù kuí lín	溴喹啉
xiù lí zǐ	溴離子
xiù lián běn	溴聯苯
xiù liàng fǎ	溴量法
xiù lǜ běn	溴氯苯
xiù mī zuò	溴咪唑
xiù nài fēn	溴萘酚
xiù nài gān	溴萘酐
xiù niào gān	溴尿苷
xiù rén wán	溴壬烷
xiù sāi fēn	溴噻吩
xiù sāi zuò	溴噻唑
xiù shǔ lóng	溴鼠隆
xiù suān ǎn	溴酸銨
xiù suān bèi	溴酸鋇
xiù suān dī	溴酸鏑
xiù suān diū	溴酸銩
xiù suān ěr	溴酸鉺
xiù suān gá	溴酸釓
xiù suān gài	溴酸鈣
xiù suān gé	溴酸鎘
xiù suān gēn	溴酸根
xiù suān gǒng	溴酸汞
xiù suān gǔ	溴酸鈷
xiù suān huǒ	溴酸鈥
xiù suān jiǎ	溴酸鉀
xiù suān kàng	溴酸鈧
xiù suān lán	溴酸鑭
xiù suān lǐ	溴酸鋰
xiù suān lǔ	溴酸鑥
xiù suān měi	溴酸鎂
xiù suān nà	溴酸鈉
xiù suān nǚ	溴酸釹
xiù suān pǔ	溴酸鐠
xiù suān qiān	溴酸鉛
xiù suān rú	溴酸銣
xiù suān shān	溴酸釤
xiù suān sī	溴酸鍶
xiù suān tè	溴酸鋱
xiù suān xīn	溴酸鋅
xiù suān yán	溴酸鹽
xiù suān yǐ	溴酸釔
xiù suān yì	溴酸鐿
xiù suān yín	溴酸銀
xiù suān yǒu	溴酸銪
xiù wù suān	溴戊酸
xiù wù wán	溴戊烷
xiù xiāo chún	溴硝醇
xiù xīn wán	溴辛烷
xiù xiù biàn	溴溴苄
xiù yān suān	溴煙酸
xiù yǐ chún	溴乙醇
xiù yǐ jīng	溴乙腈
xiù yǐ quán	溴乙醛
xiù yǐ suān	溴乙酸
xiù yǐ wán	溴乙烷
xiù yǐ xī	溴乙烯
xiù yǐ xiān	溴乙酰
xiù yǐ xīn	溴已新
xiù yǐn duǒ	溴吲哚
xiù yín kuàng	溴銀礦
xiù yǐn tíng	溴隱亭
yà běn jī	亞苯基
yà lǜ suān	亞氯酸
yà shēn gān	亞砷酐
yà shēn suān	亞砷酸
yà xī gān	亞硒酐
yà xī suān	亞硒酸
yà xiāo suān	亞硝酸
yān xiān lǜ	煙酰氯
yǎng běn tóng	氧苯酮
yǎng huà bèi	氧化鋇
yǎng huà kāi	氧化鐦
yǎng huà kàng	氧化鈧
yǎng huà lán	氧化鑭
yǎng huà lǎo	氧化銠
yǎng huà léi	氧化鐳
yǎng huà lǐ	氧化鋰
yǎng huà liǎo	氧化釕
yǎng huà lín	氧化磷
yǎng huà lìn	氧化膦
yǎng huà liú	氧化鎦
yǎng huà lú	氧化爐
yǎng huà lǔ	氧化鑥
yǎng huà lǜ	氧化氯
yǎng huà lǜ	氧化率
yǎng huà měi	氧化鎂
yǎng huà méi	氧化酶
yǎng huà méi	氧化煤
yǎng huà měng	氧化錳
yǎng huà mù	氧化鉬
yǎng huà nà	氧化鈉
yǎng huà ní	氧化鈮
yǎng huà niè	氧化鎳
yǎng huà nǚ	氧化釹
yǎng huà péng	氧化硼
yǎng huà pī	氧化鈹
yǎng huà piē	氧化氕
yǎng huà pǒ	氧化鉕
yǎng huà pǔ	氧化鐠
yǎng huà qiān	氧化鉛
yǎng huà qīng	氧化氫
yǎng huà qū	氧化區
yǎng huà rú	氧化銣
yǎng huà sè	氧化銫
yǎng huà shān	氧化釤
yǎng huà shēn	氧化砷
yǎng huà shì	氧化鈰
yǎng huà sī	氧化鍶
yǎng huà tā	氧化鉈
yǎng huà tǎ	氧化塔
yǎng huà tài	氧化鈦
yǎng huà tǎn	氧化鉭
yǎng huà táng	氧化塘
yǎng huà tè	氧化鋱
yǎng huà tī	氧化銻
yǎng huà tiě	氧化鐵
yǎng huà tóng	氧化銅
yǎng huà tóng	氧化酮
yǎng huà tǔ	氧化釷
yǎng huà wū	氧化鎢
yǎng huà xī	氧化錫
yǎng huà xī	氧化硒
yǎng huà xīn	氧化鋅
yǎng huà yǐ	氧化釔
yǎng huà yì	氧化鐿
yǎng huà yī	氧化銥
yǎng huà yín	氧化銀
yǎng huà yīn	氧化銦
yǎng huà yóu	氧化鈾
yǎng huà yǒu	氧化銪
yǎng huà zhě	氧化鍺
yǎng mù kuàng	氧鉬礦
yǎng zá ēn	氧雜蒽
yǎng zá mào	氧雜茂
yǎng zá yìn	氧雜茚
yǐ běn fēn	乙苯酚
yì bǐng běn	異丙苯
