ā wèi	阿魏
mǐ xiàng	米象
mì xióng	蜜熊
mì zhū	蜜蛛
miǎn gē	冕鸽
miǎn hè	冕鹤
mián lí	棉藜
miǎn qié	缅茄
miàn shāo	面蛸
mián shǔ	棉鼠
mián wèi	绵鳚
mián xiǎn	棉藓
mián xiè	绵蟹
miǎn zhī	缅栀
miào guī	庙龟
miǎo táng	渺螳
miè měng	蠛蠓
mǐn wèi	敏鳚
míng hé	茗荷
mò chán	沫蝉
mò chán	漠蟾
mó chì	膜翅
mò hǔ	漠虎
mò lì	茉莉
mò táng	末螳
mò táng	默螳
mó xī	魔蜥
mò yíng	墨蝇
mó yù	魔芋
mò zī	莫鲻
mù chán	暮蝉
mù ěr	木耳
mù fú	暮蝠
mù guā	木瓜
mù hé	木荷
mù jú	木桔
mù jú	木橘
mù lán	木蓝
mù lán	木兰
mù lǎn	木榄
mǔ lì	牡蛎
mù méi	木莓
mù mián	木棉
mù shī	木虱
mù shǔ	木薯
mù tōng	木通
mù xī	木犀
mù xu	苜蓿
mù zhì	穆蛭
mǔ zhú	牡竹
nán dá	南达
nán fēi	南鲱
nán fú	南蝠
nán guā	南瓜
nán tí	南蹄
nán yuán	南猿
náng jūn	囊菌
náng luó	囊螺
náo chóng	蛲虫
nǐ cháng	拟鲿
ní chóng	泥虫
nǐ dié	拟鲽
nǐ dōng	拟鮗
ní fēng	泥蜂
nǐ guì	拟鱥
ní hān	泥蚶
nǐ hù	拟鳠
nǐ lǐ	拟鲤
ní líng	泥蛉
nǐ pí	拟魮
nǐ pī	拟魾
ní qiu	泥鳅
nǐ què	拟雀
nǐ shēn	拟鲹
nǐ tuó	拟驼
nǐ wěi	拟苇
ní xiǎn	泥蚬
ní xiè	泥蟹
nǐ yáo	拟鳐
nǐ yóu	拟鲉
ní zhōng	霓螽
niǎn chì	捻翅
nián sǎn	黏伞
nián xíng	鲶形
nián xíng	鲇形
niǎo luó	茑萝
niǎo tún	鸟臀
niè chǐ	啮齿
niè chǐ	囓齿
niè chóng	啮虫
niú bàng	牛蒡
niǔ bàng	扭蚌
niú lí	牛鹂
niǔ luó	扭螺
niú niǎo	牛鸟
niú táng	牛螳
niú zhì	牛至
nuò mán	糯鳗
nǚ zhēn	女贞
nǚ zhēn	女桢
ōu há	鸥蛤
ōu lóng	鸥龙
ōu qín	欧芹
ǒu tí	偶蹄
ōu xíng	鸥形
ōu yuán	欧螈
pá lán	爬兰
pá shòu	爬兽
pán fú	盘蝠
pán lóng	盘龙
pán quán	盘蜷
pān què	攀雀
pán xī	盘蜥
pān xī	攀蜥
pán yáng	盘羊
pán zhū	盘蛛
pào chán	泡蟾
pǎo luó	跑螺
pào luó	泡螺
pèi tíng	佩蜓
pēn guā	喷瓜
péng luó	篷螺
pí cōng	琵蟌
pí mǎn	皮螨
pī máo	披毛
pí pá	枇杷
piáo chóng	瓢虫
pín chǐ	贫齿
píng jué	瓶蕨
píng pó	苹婆
píng xī	平蜥
píng xiǎn	平藓
píng yóu	平鲉
pò jú	珀菊
pō lěi	坡垒
pō liǔ	坡柳
pú cǎo	蒲草
pǔ shù	朴树
pú táo	蒲桃
pú táo	葡萄
qí cǎo	脐草
qǐ é	企鹅
qí jì	鳍蓟
qí jiǎ	鳍甲
qì lóng	气龙
qí qiū	鲯鳅
qì shù	槭树
qí tí	奇蹄
qí wèi	旗鳚
qí xiā	奇虾
qí yǐ	奇蚁
qí yú	旗鱼
qià cǎo	洽草
qiàn cǎo	茜草
qián chán	潜蟾
qián dī	前滴
qián è	黔鳄
qián há	钳蛤
qián hú	前胡
qián jué	黔蕨
qiǎn lí	浅蜊
qián lóng	黔龙
qián má	荨麻
qiàn mù	茜木
qián niǎo	潜鸟
qiān niú	牵牛
qián píng	潜鲆
qiàn shù	茜树
qián yú	潜鱼
qiāng fèi	枪癈
qiāng jí	腔棘
qiāng lóng	腔龙
qiáng wēi	蔷薇
qiáng xiǎn	墙藓
qiào chì	鞘翅
qiāo jiǎ	锹甲
qiáo mài	荞麦
qiǎo tǎ	巧鳎
qiào zǎo	鞘藻
qié cān	茄参
qiè yī	窃衣
qín lóng	禽龙
qín niǎo	琴鸟
qīng fēng	青蜂
qīng gāng	青冈
qīng lán	青兰
qīng líng	蜻蛉
qīng méi	青霉
qīng méi	青梅
qīng shēn	鲭鲹
qīng tán	青檀
qīng téng	青藤
qīng tíng	蜻蜓
qīng tóu	清头
qīng xiè	靑蟹
qīng xiè	青蟹
qīng yà	鲭亚
qióng dòu	琼豆
qióng lǎn	琼榄
qióng lián	蛩蠊
qiú chóng	球虫
qiū fēng	秋枫
qiú jú	毬菊
qiú lán	球兰
qiú lóng	酋龙
qiú xiǎn	球蚬
qiū yīng	秋英
qiú yú	犰狳
qiū yù	丘鹬
qiú zǎo	球藻
qiū zhú	秋竹
qiú zhū	球蛛
qū méi	曲霉
qú sōu	蠼螋
qú wèi	鼩猬
qú wēng	鸲鹟
qú yǎn	鼩鼹
qú yīng	鸲莺
quán cān	拳参
quán liǎo	拳蓼
quán luó	拳螺
quán qī	泉七
quán xiè	拳蟹
quǎn xióng	犬熊
quē chì	缺翅
què diāo	雀鲷
què mài	雀麦
què méi	雀鹛
què wú	雀鹀
què xíng	雀形
què yā	鹊鸭
què yíng	雀蝇
què yīng	雀莺
qún yú	裙鱼
rán yáng	髯羊
rè zhì	热蛭
rèn bāo	葚孢
rěn dōng	忍冬
rén shēn	人参
rì lú	日鲈
rì yáo	日鳐
rì yǒng	日鲬
róng há	绒蛤
róng lán	绒兰
róng yā	绒鸭
róng yuán	蝾螈
ròu chǐ	肉齿
róu yóu	柔鱿
róu yú	柔鱼
róu zhì	柔蛭
róu zhū	柔蛛
rǔ gū	乳菇
rú mán	蠕鳗
rǔ sāng	乳桑
rú xī	蠕蜥
rǔ xiāng	乳香
ruǎn pí	软蜱
ruǎn yú	软鱼
ruǐ mù	蕊木
ruì xiāng	瑞香
ruì yīng	蚋莺
rùn nán	润楠
ruò chǐ	弱齿
ruò shēn	若鲹
ruò tǎ	箬鳎
ruò zhú	箬竹
sāi shī	鳃虱
sāi zhì	鳃蛭
sǎn jūn	伞菌
sǎn niǎo	伞鸟
sǎn sōng	伞松
sǎn xíng	伞形
sǎn zǎo	伞藻
sāng chéng	桑橙
sāng huáng	桑蟥
sè cōng	色蟌
sè jì	涩荠
sè shǔ	色鼠
sè yá	色蚜
sēn dōng	森鸫
sēn fù	森蝮
sēn jiū	森鸠
shā cán	沙蚕
shā há	砂蛤
shā hé	莎禾
shā jī	沙鸡
shā jiè	沙芥
shā mǎng	沙蟒
shā qiū	沙鳅
shā quǎn	沙犬
shā rán	沙蚺
shā rén	砂仁
shā shēn	沙参
shā wǎn	莎菀
shā xī	沙蜥
shā xiàn	砂苋
shā yáo	砂鳐
shā zhēn	沙针
shā zhì	沙蛭
shā zhōng	沙螽
shāi xiā	筛虾
shàn bèi	扇贝
shān chá	山茶
shàn cōng	扇蟌
shān diàn	山靛
shǎn dié	闪蝶
shàn gū	扇菇
shān jì	山荠
shān lán	山兰
shān liǔ	山柳
shān lù	山鹿
shān pí	山魮
shān qióng	山蛩
shān què	山雀
shān tù	山兔
shān xiā	山虾
shān xiāo	山魈
shàn xiè	扇蟹
shān yā	山鸦
shān yáng	山羊
shān yǐ	山蚁
shān zǎo	杉藻
shān zhā	山楂
shān zhì	山蛭
shān zhōng	杉螽
shàn zhū	扇蛛
shǎn zhū	闪蛛
shāng lù	商陆
shàng yuán	上猿
sháo jī	勺鸡
sháo yào	芍药
sháo zǐ	韶子
shé chuáng	蛇床
shé diāo	蛇雕
shè guī	摄龟
shé jué	舌蕨
shé luó	蛇螺
shé mán	蛇鳗
shé shàn	蛇鳝
shé tǎ	舌鳎
shé téng	蛇藤
shé tí	蛇鹈
shé wèi	蛇鳚
shè yǎn	麝鼹
shé yù	蛇芋
shé zhì	舌蛭
shé zī	蛇鲻
shèn chá	肾茶
shèn jué	肾蕨
shěn xiāng	沈香
shēn yáo	深鳐
shēng má	升麻
shěng téng	省藤
shēng tiān	生天
shéng zǎo	绳藻
shì bèi	饰贝
shí bī	石鵖
shí biē	石鳖
shí bǐng	石蛃
shí chóng	食虫
shí chún	石莼
shí dié	石鲽
shí é	石蛾
shí gān	石柑
shí guī	石龟
shi jì	匙荠
shí jī	石鸡
shí jué	实蕨
shí lán	石兰
shí lì	石栗
shí lì	石栎
shí lián	石莲
shí líng	石羚
shí liú	石榴
shi lóng	匙龙
shí luó	莳萝
shī mǎn	湿螨
shī niè	虱啮
shí ròu	食肉
shī sǎn	湿伞
shí shān	石杉
shì shù	柿树
shí suàn	石蒜
shí wéi	石韦
shí wěi	石苇
shí xiè	石蟹
shí yàn	石燕
shí yíng	石蝇
shí yíng	实蝇
shī yíng	虱蝇
shí zhì	石蛭
shí zhú	石竹
shí zú	十足
shòu bèi	绶贝
shòu cǎo	绶草
shòu dài	寿带
shǒu gōng	守宫
shǒu guā	守瓜
shòu kǒng	兽孔
shòu mǎn	兽螨
shòu shé	瘦蛇
shòu yú	寿鱼
shǔ cì	鼠刺
shù fā	树发
shù huā	树花
shù huáng	树蝗
shǔ kuí	蜀葵
shù kuí	树蝰
shù lǎn	树懒
shǔ lǐ	鼠李
shǔ lóng	鼠龙
shǔ lóng	蜀龙
shù luó	树螺
shù mǎng	树蟒
shù méi	树鹛
shù méi	树莓
shǔ niǎo	鼠鸟
shù qú	树鼩
shù què	树雀
shù shǔ	束鼠
shù shǔ	树薯
shù táng	树螳
shǔ tù	鼠兔
shù wā	树蛙
shù xī	树蟋
shù xióng	树熊
shù yā	树鸭
shù yīng	树莺
shǔ yù	薯蓣
shǔ yuán	曙猿
shù zǎo	束藻
shǔ zǎo	鼠蚤
shuān jūn	栓菌
shuāng chì	双翅
shuāng jiǎ	双甲
shuāng wěi	双尾
shuāng yù	双芋
shuǐ bàng	水蚌
shuǐ biē	水鳖
shuǐ chūn	水蝽
shuǐ cōng	水葱
shuǐ guī	水龟
shuǐ hé	水禾
shuǐ jué	水蕨
shuì lián	睡莲
shuǐ líng	水羚
shuǐ liǔ	水柳
shuǐ méng	水虻
shuì qié	睡茄
shuǐ rán	水蚺
shuǐ róng	水榕
shuì shā	睡鲨
shuǐ shé	水蛇
shuì shǔ	睡鼠
shuǐ shǔ	水鼠
shuǐ sū	水苏
shuǐ tǎ	水獭
shuǐ xiǎn	水藓
shuǐ yē	水椰
shuǐ yún	水云
shuǐ zhì	水蛭
shuǐ zhì	水雉
shuò chūn	硕蝽
shuò há	蒴蛤
shuò shǔ	硕鼠
shuò táng	硕螳
sī chóng	丝虫
sī chūn	丝蝽
sī cōng	丝蟌
sì gǎn	似鳡
sì gù	似鲴
sī guā	丝瓜
sī jūn	丝菌
sī kuí	咝蝰
sī sāi	丝鳃
sī wěi	丝苇
sī zǎo	丝藻
sōng bǎi	松柏
sōng chūn	菘蝽
sōng dié	松鲽
sōng hāo	松蒿
sōng lán	松兰
sōng lán	菘蓝
sōng què	松雀
sōng shǔ	松鼠
sōng yā	松鸦
sōng zǎo	松藻
sǒu líng	薮羚
sǒu méi	薮鹛
sū mù	苏木
sū tiě	苏铁
sù xīn	素馨
sù zú	速足
suān jiāng	酸浆
suān mó	酸模
suān zǎo	酸枣
suān zǎo	酸藻
suì diāo	燧鲷
suì méi	穗鹛
sǔn cōng	隼蟌
sǔn diāo	隼雕
sǔn láng	笋螂
suō jūn	梭菌
suō luó	娑罗
suō suō	梭梭
suǒ yáng	锁阳
suō yú	梭鱼
tǎ wǎ	塔瓦
tái cǎo	苔草
tái é	苔蛾
tái mǎn	苔螨
tái qiū	台鳅
tāi xī	胎蜥
tái yī	苔衣
tài zhú	泰竹
tán lí	檀梨
tàn shòu	炭兽
tán xiāng	檀香
tán xiè	潭蟹
táng jiè	糖芥
táng láng	螳螂
táng lǐ	塘鳢
tāng lǐ	汤鲤
táng líng	螳蛉
táo lǎn	桃榄
tè nián	特鲶
téng huái	藤槐
téng huáng	藤黄
téng jué	藤蕨
téng má	藤麻
téng zǎo	藤枣
téng zhú	藤竹
tí fú	蹄蝠
tí xíng	鹈形
tí yǒng	鳀鲬
tián cōng	田葱
tiān é	天蛾
tián jī	田鸡
tiān lù	黇鹿
tián luó	田螺
tián má	田麻
tiào è	跳鳄
tiào fù	跳蝮
tiào jiǎ	跳甲
tiào líng	跳羚
tiào lóng	跳龙
tiào shǔ	跳鼠
tiào wā	跳蛙
tiě lǎn	铁榄
tiě mù	铁木
tiě shān	铁杉
tiě xī	铁蟋
tóng chì	同翅
tóu dùn	头楯
tóu jiǎ	头甲
tóu lóng	头龙
tóu xiā	头虾
tóu yíng	头蝇
tǔ chūn	土蝽
tú guī	图龟
tù hóu	兔猴
tū jiù	秃鹫
tú kuí	菟葵
tǔ láng	土狼
tǔ shé	土蛇
tù sūn	兔狲
tù xíng	兔形
tuán zǎo	团藻
tuǐ lóng	腿龙
tún cǎo	豚草
tún shǔ	豚鼠
tún xíng	鲀形
tuǒ kōng	鵎鵼
tuó lù	驼鹿
tuó niǎo	鸵鸟
tuò shé	唾蛇
tuó táng	驼螳
wǎ dié	瓦鲽
wǎ mǎn	瓦螨
wǎ wéi	瓦韦
wān dòu	豌豆
wǎn jué	碗蕨
wān luó	弯螺
wáng jiù	王鹫
wǎng jué	网蕨
wáng lán	王兰
wáng lián	王莲
wǎng máo	网茅
wáng shé	王蛇
wáng wēng	王鹟
wǎng xiǎn	网藓
wáng zōng	王棕
wěi chán	尾蟾
wěi chún	尾鯙
wēi jīng	微茎
wèi jú	猬菊
wēi lǐ	微鲤
wěi líng	苇羚
wěi lù	苇鹭
wēi píng	微萍
wèi shí	猬实
wēi táng	微螳
wěi xiē	伪蝎
wèi xuě	猬鳕
wèi yà	猬亚
wèi yíng	胃蝇
wěi yú	鲔鱼
wēn bó	榅桲
wén gé	文蛤
wěn lán	吻兰
wén niǎo	文鸟
wén shǔ	纹鼠
wěn yáo	吻鳐
wén yì	纹鮨
wěn zī	吻鲻
wō yá	倭蚜
wō zhū	涡蛛
wō zhú	倭竹
wǔ cǎo	舞草
wǔ cōng	舞蟌
wū fáng	乌鲂
wú gōng	蜈蚣
wū guī	乌龟
wū há	乌蛤
wú hóu	鼯猴
wù jiù	兀鹫
wū jué	乌蕨
wū mán	巫鳗
wǔ méng	舞虻
wǔ què	舞雀
wū shé	屋蛇
wú shǔ	鼯鼠
wū tán	乌檀
wǔ xiè	武蟹
wū yíng	污蝇
wū zéi	乌贼
wǔ zhū	妩蛛
xī chán	溪蟾
xì cháng	细鲿
xī cōng	溪蟌
xì cōng	细蟌
xì é	细蛾
xì jì	细鲫
xì jiān	细鲣
xī jiāng	溪鳉
xī juān	犀鹃
xī lǐ	溪鳢
xī lián	昔蠊
xī lù	鼷鹿
xī luó	觿螺
xī luó	溪螺
xī máo	觿茅
xī méi	希鹛
xī niǎo	犀鸟
xī niú	犀牛
xì shēn	细鲹
xī shí	西鲥
xī shuài	蟋蟀
xī tiān	西天
xī tún	蜥臀
xī tún	溪鲀
xì wén	细蚊
xì xīn	细辛
xì yáo	细鳐
xī yè	锡叶
xī yì	蜥蜴
xì zǎo	细蚤
xī zhū	希蛛
xiā gū	虾蛄
xiá guī	匣龟
xià kǒng	下孔
xiá shā	霞鲨
xiá xuě	狭鳕
xiā yú	虾鱼
xiā zhū	虾蛛
xiān cài	仙菜
xiān cǎo	仙草
xiàn chóng	线虫
xiǎn dié	蚬蝶
xiàn mán	线鳗
xiǎn mù	蚬木
xiàn shé	线蛇
xiàn wā	腺蛙
xiān wēng	仙鹟
xiān yīng	仙莺
xiān zhā	仙楂
xiàng bī	项鲾
xiāng cài	香菜
xiāng chūn	香椿
xiàng chūn	象蝽
xiāng gū	香菇
xiàng há	象蛤
xiāng huái	香槐
xiāng jiè	香芥
xiāng lán	香兰
xiāng luó	香螺
xiāng máo	香茅
xiàng nián	项鲶
xiāng qīng	香青
xiàng qú	象鼩
xiàng shī	象虱
xiàng yú	象鱼
xiǎo bā	小鲃
xiǎo bò	小蘗
xiào dōng	啸鸫
xiǎo dù	小蠹
xiǎo fēng	小蜂
xiǎo mài	小麦
xiǎo péng	小蓬
xiāo shāo	肖蛸
xiǎo shǔ	小鼠
xiǎo xiāo	小鸮
xiāo xíng	鸮形
xiǎo xuě	小鳕
xiǎo yì	小鮨
xiǎo yóu	小鲉
xiǎo zhú	筱竹
xiē bàng	楔蚌
xiē chūn	蝎蝽
xiē chūn	蝎椿
xié dié	斜鲽
xiè héng	蟹鸻
xié lǎn	斜榄
xiē líng	蝎蛉
xiē nián	蝎鲶
xiē yì	楔翼
xiē yú	蝎鱼
xīn bā	芯芭
xīn há	心蛤
xīn táng	新螳
xīn yáo	新鳐
xīn yóu	新鲉
xīn zhāng	新樟
xìng cài	莕菜
xīng dié	星鲽
xìng jiāng	幸鳉
xīng jué	星蕨
xíng lóng	形龙
xīng luó	星螺
xīng mù	星木
xīng qín	星芹
xīng què	星雀
xīng wā	星蛙
xīng xiǎo	星小
xīng yā	星鸦
xīng zhēn	星鱵
xióng chán	熊蝉
xióng fēng	熊蜂
xióng lí	熊狸
xióng lí	熊貍
xióng māo	熊猫
xiù ěr	锈耳
xiū liú	鸺鹠
xiù yǎn	绣眼
xū hān	须蚶
xū jīng	须鲸
xū qiū	须鳅
xū shāo	须蛸
xū wēi	须鳂
xū xiāo	须鸮
xū yì	须鮨
xū yóu	须鲉
xū zǎo	须藻
xuán huā	旋花
xuán luó	旋螺
xuán shēn	玄参
xuán xiǎn	悬藓
xuán zhú	悬竹
xuán zhū	旋蛛
xuě bào	雪豹
xuě dǎn	雪胆
xuè há	血蛤
xuě lú	鳕鲈
xuè pí	血蜱
xué qiū	穴鳅
xuè què	血雀
xué shǔ	穴鼠
xuě wú	雪鹀
xuè xiàn	血苋
xuě xiè	雪蟹
xuě xíng	鳕形
xuě yáng	雪羊
xuè zhì	血雉
xùn é	蕈蛾
xùn ruì	蕈蚋
xùn shù	蕈树
xùn táng	迅螳
xún xíng	鲟形
yā cōng	鸦葱
yá dié	牙鲽
yá dòu	崖豆
yá jiǎ	牙甲
yā juān	鸦鹃
yā lóng	鸭龙
yá luó	芽螺
yà má	亚麻
yā máo	鸭茅
yā shā	鸦鲨
yà shòu	娅兽
yá xī	崖蜥
yá yàn	崖燕
yān cǎo	烟草
yǎn chóng	眼虫
yán dōng	岩鸫
yán dòu	岩豆
yán fēng	岩风
yàn há	雁蛤
yǎn jiǎ	眼甲
yǎn jié	演节
yán jiū	岩鸠
yán jú	岩菊
yàn líng	燕蛉
yán liù	岩鹨
yān lú	烟鲈
yán luó	岩螺
yán mǎn	岩螨
yān mǎn	胭螨
yán mǎng	岩蟒
yán méi	岩鹛
yàn ōu	燕鸥
yán péng	盐蓬
yán shǔ	岩鼠
yán suī	芫荽
yàn tíng	晏蜓
yán tóng	岩桐
yán xī	岩蜥
yán xiā	岩虾
yàn xíng	雁形
yán yàn	岩燕
yán yù	岩芋
yáng chūn	洋椿
yǎng chūn	仰蝽
yāng jī	秧鸡
yáng liǔ	杨柳
yàng mǎn	恙螨
yǎng mǎn	痒螨
yáng méi	杨梅
yáng tóng	杨桐
yáng tuó	羊驼
yào fèn	鹞鲼
yǎo juān	咬鹃
yè bēi	叶鹎
yè diāo	叶鲷
yè gān	射干
yè hóu	叶猴
yè hóu	夜猴
yè kuí	夜蝰
yè lù	夜鹭
yè lú	叶鲈
yè mǎn	叶螨
yě míng	野螟
yě niú	野牛
yè shǔ	夜鼠
yè tái	叶苔
yè téng	叶藤
yè xī	夜蜥
yè xī	叶蟋
yè xiā	曳虾
yè xiā	叶虾
yè yīng	夜鹰
yè zǎo	叶藻
yě zhū	野猪
yè zhū	叶蛛
yē zi	椰子
yí bèi	贻贝
yì chūn	异蝽
yǐ dōng	蚁鸫
yǐ huáng	蚁蝗
yì jiāng	异鳉
yì liǎo	翼蓼
yì liáo	异鹩
yǐ líng	蚁蛉
yǐ liù	蚁鹨
yì lóng	翼龙
yí luó	螔螺
yì pǔ	翼朴
yì shāo	异蛸
yì shǒu	翼手
yǐ téng	蚁藤
yì xiā	异虾
yì yǐ	薏苡
yī yíng	依蝇
yì yíng	熠萤
yì yóu	异鱿
yī yú	衣鱼
yì zǎo	翼藻
yǐ zhū	蚁蛛
yì zhū	逸蛛
yì zú	异足
yì zú	翼足
yǐn chán	隐蟾
yín huà	银桦
yǐn huán	隐鹮
yín jiāo	银鲛
yǐn kǒu	隐口
yìn liàn	印楝
yǐn lóng	隐龙
yīn lóng	阴龙
yǐn lú	隐鲈
yìn qīng	印蜻
yín shān	银杉
yín xìng	银杏
yǐn yíng	蚓蝇
yīn yù	茵芋
yǐn yuán	引螈
yǐn yuán	蚓螈
yǐn zǎo	隐藻
yīng cǎo	樱草
yīng chì	缨翅
yīng diāo	鹦鲷
yǐng fēng	瘿蜂
yìng hé	硬核
yīng hóu	婴猴
yíng hǔ	蝇虎
yǐng mǎn	瘿螨
yìng pí	硬蜱
yīng píng	缨鲆
yǐng shǔ	颖鼠
yīng sù	罂粟
yīng tao	樱桃
yīng wěi	缨尾
yīng wēng	莺鹟
yīng wǔ	鹦鹉
yīng xiā	樱虾
yīng xíng	鹦形
yōng dié	庸鲽
yǒng xiā	泳虾
yóu chán	游蟾
yōu cōng	幽蟌
yǒu dài	有袋
yóu dān	油丹
yǒu jiǎ	有甲
yóu mán	油鳗
yōu méi	幽鹛
yóu shé	游蛇
yóu wā	疣蛙
yǒu wěi	有尾
yòu wèi	鼬鳚
yóu xī	疣蜥
yóu xíng	鲉形
yòu xióng	鼬熊
yóu yán	蚰蜒
yǒu yíng	莠蝇
yóu yóu	疣鲉
yòu yú	鼬鱼
yǒu zhú	莠竹
yóu zhū	疣猪
yù cān	芋参
yù chāng	玉鲳
yú diāo	渔雕
yǔ é	羽蛾
yú guài	鱼怪
yǔ jiāng	雨鳉
yù lán	玉兰
yú líng	鱼蛉
yú lóng	鱼龙
yǔ lóng	羽龙
yù lóng	豫龙
yǔ mǎn	羽螨
yǔ máo	羽茅
yù méng	鹬虻
yù mǐ	玉米
yú mù	鱼木
yú ōu	渔鸥
yú shé	渔蛇
yú shǔ	渔鼠
yù tuó	鹬鸵
yǔ wā	雨蛙
yǔ xī	雨蟋
yǔ xiǎn	羽藓
yú xiāo	渔鸮
yù xùn	玉蕈
yú yà	鱼亚
yǔ yàn	雨燕
yǔ zǎo	羽藻
yǔ zhū	羽蛛
yú zhū	隅蛛
yuán chāng	圆鲳
yuán è	原鳄
yuán jī	原鸡
yuán jīng	原鲸
yuán jiū	原鸠
yuán kǒu	缘口
yuán lǐ	原鲤
yuán lóng	原龙
yuán mán	园鳗
yuán shēn	元参
yuān wěi	鸢尾
yuán wěi	原尾
yuǎn wèi	远鳚
yuān wèi	渊鳚
yuán xiè	圆蟹
yuán xù	原魣
yuān yāng	鸳鸯
yuán yè	圆叶
yuān yì	鸢鮨
yuǎn zhì	远志
yuán zhū	圆蛛
yuán zú	原足
yuè guì	月桂
yuè jiān	跃鲣
yuè jú	越橘
yuè jú	月橘
yuè lóng	越龙
yuè lóng	跃龙
yuè shēn	月鲹
yuè táo	月桃
yuè yú	月鱼
yún māo	云猫
yún shí	云实
yún tái	芸苔
yún tái	芸薹
yún wèi	云鳚
yún xiāng	芸香
zǎo cǎo	蚤草
zào mǎ	灶马
zào méi	噪眉
zào méi	噪鹛
zào niǎo	灶鸟
zào ōu	噪鸥
zǎo tái	藻苔
zǎo xiā	藻虾
zào yā	噪鸦
zǎo yíng	蚤蝇
zǎo zhuì	蚤缀
zé lán	泽兰
zé líng	泽蛉
zé mǐ	泽米
zé qín	泽芹
zé xiǎn	泽藓
zé xiè	泽泻
zé xiè	泽蟹
zhǎi táng	窄螳
zhān mù	粘木
zhāng máo	獐毛
zhāng zhī	樟芝
zhǎo biē	沼鳖
zhǎo chán	爪蟾
zhāo cháo	招潮
zhǎo fú	爪蝠
zhǎo guī	沼龟
zhǎo luó	沼螺
zhǎo tíng	沼蜓
zhǎo xiā	沼虾
zhǎo yù	沼芋
zhǎo zhì	沼蛭
zhè lán	蔗兰
zhè máo	蔗茅
zhè shǔ	蔗鼠
zhě shǔ	赭鼠
zhé xiǎn	折藓
zhě yáo	褶鳐
zhěn bèi	疹贝
zhēn chāng	真鲳
zhēn chóng	针虫
zhēn fú	真蝠
zhēn jī	榛鸡
zhēn mǎ	真马
zhēn máo	针茅
zhēn mù	榛木
zhēn nán	桢楠
zhēn pí	真蜱
zhēn shā	真鲨
zhēn wā	真蛙
zhēn xiǎn	真藓
zhēn yǐ	针蚁
zhēn yǒng	针鲬
zhèng xī	正蜥
zhèng yǐn	正蚓
zhì cán	栉蚕
zhī cháng	脂鲿
zhí chì	直翅
zhì chún	雉鹑
zhì héng	雉鸻
zhī jiǎo	枝角
zhì jiū	雉鸠
zhì jué	栉蕨
zhì kǒu	栉口
zhī lǐ	脂鲤
zhí lóng	植龙
zhì lóng	栉龙
zhì luó	雉螺
zhī ma	芝麻
zhī méi	枝霉
zhī mǔ	知母
zhī què	织雀
zhì zhū	栉蛛
zhī zi	栀子
zhōng luó	钟螺
zhōng què	钟鹊
zhōng shòu	中兽
zhōng sī	螽斯
zhōng wēng	钟鹟
zhǒng yíng	种蝇
zhǒng zhì	冢雉
zhōng zhū	钟蛛
zhōu é	舟蛾
zhóu lí	轴藜
zhōu luó	舟螺
zhóu lǘ	轴榈
zhòu xiè	皱蟹
zhú bǎi	竹柏
zhù é	祝蛾
zhū è	侏鳄
zhū hān	珠蚶
zhū hóu	蛛猴
zhū huān	猪獾
zhū jī	珠鸡
zhū jiǎ	蛛甲
zhū jiāng	珠鳉
zhū jiāo	朱蕉
zhū jué	珠蕨
zhù lán	柱兰
zhū lán	朱兰
zhù luó	柱螺
zhù má	苎麻
zhú má	竹麻
zhū měng	侏獴
zhū què	朱雀
zhú sūn	竹荪
zhū sǔn	侏隼
zhū wú	朱鹀
zhū xī	侏蜥
zhū xiǎn	珠藓
zhú yù	竹芋
zhuī chóng	锥虫
zhuī huā	锥花
zhuī máo	锥茅
zhǔn fēng	准蜂
zǐ cài	紫菜
zī chán	髭蟾
zǐ jǐn	紫菫
zǐ jīng	紫荆
zǐ jú	紫菊
zǐ kuàng	紫矿
zǐ sū	紫苏
zǐ téng	紫藤
zǐ wēi	紫薇
zǐ yú	紫鱼
zōng fēng	棕枫
zōng fú	棕蝠
zōng juān	棕鹃
zōng láng	鬃狼
zōng lǘ	棕榈
zōng xiāo	鬃鸮
zǒu héng	走鸻
zǒu juān	走鹃
zǔ xióng	祖熊
zuǐ què	嘴雀
zuì yuán	醉猿
ā bō yú	阿波鱼
ā dōng yú	阿东鱼
ā guǒ yíng	阿果蝇
ā lǐ yú	阿里鱼
ā màn wèi	阿曼鳚
ā mí qín	阿迷芹
ā mǐ qín	阿米芹
ā tài jūn	阿太菌
ā yè é	阿夜蛾
ài chǐ yú	艾齿鱼
ǎi dài diāo	矮袋貂
ǎi è yú	矮鳄鱼
āi guǒ luǒ	埃蜾蠃
ái huī dié	皑灰蝶
āi jí yàn	埃及雁
āi jí yuán	埃及猿
āi jí zōng	埃及棕
āi jūn wén	埃菌蚊
ǎi lì yú	矮丽鱼
ài nà luó	艾纳螺
ài nà xiāng	艾纳香
ǎi qiān niú	矮牵牛
ài rǎn cǎo	爱染草
ài shén luó	爱神螺
ài shèng yǐn	爱胜蚓
ài shì méi	爱氏霉
ài shì zǎo	爱氏藻
ǎi xiā gū	矮虾蛄
āi xiè zhū	埃蟹蛛
āi xū mǎn	埃须螨
ǎi yīn yú	矮荫鱼
ǎi zhī lǐ	矮脂鲤
ǎi zhù lán	矮柱兰
àn ào yì	暗澳鮨
àn biān xiǎn	岸边藓
ān chūn tíng	安春蜓
