ā kā piàn	阿咖片
bǔ pí xiāo shí piàn	补脾消食片
bǔ pí yì cháng wán	补脾益肠丸
bǔ qì kǒu fú yè	补气口服液
bǔ qì shēng tí piàn	补气升提片
bǔ shēn ān xīn wán	补身安心丸
bǔ shèn bān lóng piàn	补肾斑龙片
bǔ shèn fáng chuǎn piàn	补肾防喘片
bǔ shèn gù chǐ wán	补肾固齿丸
bǔ shèn jiàn gǔ wán	补肾健骨丸
bǔ shèn qiáng shēn piàn	补肾强身片
bǔ shèn qū dú wán	补肾祛毒丸
bǔ shèn tián jīng wán	补肾填精丸
bǔ shèn xiāo shí piàn	补肾消食片
bǔ shèn yǎng xuè wán	补肾养血丸
bǔ shèn yì jīng wán	补肾益精丸
bǔ shèn yì nǎo piàn	补肾益脑片
bǔ shèn yì nǎo wán	补肾益脑丸
bǔ shèn yì shòu piàn	补肾益寿片
bǔ shèn zhù yáng wán	补肾助阳丸
bǔ tǐ yì zhì jì	补体抑制剂
bǔ xuè cuī shēng wán	补血催生丸
bǔ xuè níng shén piàn	补血宁神片
bǔ xuè tiáo jīng piàn	补血调经片
bǔ yì dì huáng wán	补益地黄丸
bǔ yì huó luò wán	补益活络丸
bǔ yì jí lí wán	补益蒺藜丸
bǔ yì niú xī wán	补益牛膝丸
bǔ yì qiáng xīn piàn	补益强心片
bǔ yì zī shēng wán	补益资生丸
bǔ zhèng xù gǔ wán	补正续骨丸
bǔ zhōng yì qì gāo	补中益气膏
bǔ zhōng yì qì piàn	补中益气片
bǔ zhōng yì qì wán	补中益气丸
cǎi lì kǒu fú yè	采力口服液
cān bèi běi guā gāo	参贝北瓜膏
cān bèi ké chuǎn wán	参贝咳喘丸
cān chái gān kāng piàn	参柴肝康片
cān dé lì táng jiāng	参德力糖浆
cán é gōng bǔ piàn	蚕蛾公补片
cān fù qiáng xīn wán	参附强心丸
cān fù zhù shè yè	参附注射液
cān guì lǐ zhōng wán	参桂理中丸
cān guì tiáo jīng wán	参桂调经丸
cān guì yǎng róng wán	参桂养荣丸
cān guī yǎng xuè piàn	参归养血片
cān guì zài zào wán	参桂再造丸
cān hǔ jiě dú wán	参虎解毒丸
cān jīng gù běn wán	参精固本丸
cān jīng zhǐ kě wán	参精止渴丸
cān lán kǒu fú yè	参蓝口服液
cān líng jiàn ér gāo	参苓健儿膏
cān líng jiàn tǐ fěn	参苓健体粉
cān líng lán jiāo náng	参灵蓝胶囊
cān lóng yǎng xuè gāo	参龙养血膏
cán lù kǒu fú yè	蚕鹿口服液
cān lù qiáng shēn wán	参鹿强身丸
cān mài dì huáng wán	参麦地黄丸
cān mài liù wèi wán	参麦六味丸
cān mài zhù shè yè	参麦注射液
cān qǐ dù zhòng wán	参杞杜仲丸
cān qǐ jiàng táng piàn	参杞降糖片
cān qǐ jiàng táng wán	参杞降糖丸
cān qǐ quán lù wán	参杞全鹿丸
cān qī sàn jié wán	参七散结丸
cān qí yì fèi wán	参芪益肺丸
cān qín bái zhú sǎn	参芩白术散
cān shè huó luò wán	参麝活络丸
cān shù jiàn pí wán	参术健脾丸
cān sū gǎn chāng piàn	参苏感昌片
cān sū gǎn mào piàn	参苏感冒片
cān sū xuān fèi wán	参苏宣肺丸
cān wēi kǒu fú yè	参威口服液
cān xiōng zhù shè yè	参芎注射液
cān zhú jīng kē lì	参竹精颗粒
cān zǐ kǒu fú yè	参子口服液
cāng é bí yán piàn	苍鹅鼻炎片
cāng fù dǎo tán wán	苍附导痰丸
cáng jiàng zhī jiāo náng	藏降脂胶囊
cāng lián gǎn mào piàn	苍莲感冒片
cáng qié liú jìn gāo	藏茄流浸膏
cāng xīn qì wù jì	苍辛气雾剂
cāng yí dī bí yè	苍夷滴鼻液
cáng yīn chén jiāo náng	藏茵陈胶囊
cáng yīn chén kē lì	藏茵陈颗粒
cǎo wū jiǎ sù piàn	草乌甲素片
chá běn hǎi míng piàn	茶苯海明片
chá jiǎn huǎn shì piàn	茶碱缓释片
chá jiǎn kòng shì piàn	茶碱控释片
chá jiǎn zhù shè yè	茶碱注射液
chá xīn nà mǐn piàn	茶新那敏片
chái cí dì huáng wán	柴磁地黄丸
chái gé píng wèi sàn	柴葛平胃散
chái hú mài dōng sàn	柴胡麦冬散
chái hú méi lián sàn	柴胡梅连散
chái hú qīng gān sàn	柴胡清肝散
chái hú tuì yì wán	柴胡退翳丸
chái hú zhèn ké piàn	柴胡镇咳片
chái hú zhī zi sàn	柴胡栀子散
chái huáng kǒu fú yè	柴黄口服液
chái huáng ruǎn jiāo náng	柴黄软胶囊
chái lián kǒu fú yè	柴连口服液
chái qián méi lián sàn	柴前梅连散
chái qín ruǎn jiāo náng	柴芩软胶囊
chái sháo liù jūn wán	柴芍六君丸
chái yín kǒu fú yè	柴银口服液
chái zhǐ sì nì sàn	柴枳四逆散
chǎn fù ān hé jì	产妇安合剂
chǎn fù ān jiāo náng	产妇安胶囊
chǎn fù ān kē lì	产妇安颗粒
chǎn fù kāng kē lì	产复康颗粒
chǎn fù xīn kē lì	产复欣颗粒
chǎn hòu zhú yū piàn	产后逐瘀片
chán shè jiù xīn wán	蟾麝救心丸
chán wū bā bù gāo	蟾乌巴布膏
chàng bí tōng kē lì	畅鼻通颗粒
cháng chūn hóng yào piàn	长春红药片
cháng chūn xī tīng piàn	长春西汀片
cháng chūn yì shòu gāo	长春益寿膏
cháng é jiā lì wán	嫦娥加丽丸
cháng qí chéng gōng wán	长崎成功丸
cháng róng huǎn shì piàn	肠溶缓释片
cháng róng kē lì jì	肠溶颗粒剂
cháng róng kòng shì piàn	肠溶控释片
cháng tài kǒu fú yè	肠泰口服液
cháng tōng shū kē lì	常通舒颗粒
cháng wèi jiàn jiāo náng	肠胃健胶囊
cháng wèi níng jiāo náng	肠胃宁胶囊
cháng wèi shì jiāo náng	肠胃适胶囊
cháng wèi shū jiāo náng	肠胃舒胶囊
cháng xiào qīng méi sù	长效青霉素
cháng yán líng jiāo náng	肠炎灵胶囊
cháng yán níng jiāo náng	肠炎宁胶囊
cháng yán níng kē lì	肠炎宁颗粒
cháng yán níng táng jiāng	肠炎宁糖浆
chāo shēng zhèn dòng piàn	超声振动片
chén xiāng ān shén sàn	沉香安神散
chén xiāng huà qì piàn	沉香化气片
chén xiāng huà qì wán	沉香化气丸
chén xiāng huà zhì wán	沉香化滞丸
chén xiāng jiàng qì wán	沉香降气丸
chén xiāng lì qì wán	沉香利气丸
chén xiāng lǐ qì wán	沉香理气丸
chén xiāng shū qì wán	沉香舒气丸
chén xiāng shū yù piàn	沉香舒郁片
chén xiāng shū yù wán	沉香舒郁丸
chén xiāng sì bǎo wán	沉香四宝丸
chǐ tòng bīng péng sàn	齿痛冰硼散
chóng cǎo chuān bèi gāo	虫草川贝膏
chóng cǎo líng zhī yè	虫草灵芝液
chóng cǎo shēn qí gāo	虫草参芪膏
chóng yǎo pí yán gāo	虫咬皮炎膏
chú shī bái dài wán	除湿白带丸
chú tán zhǐ sòu wán	除痰止嗽丸
chú yì míng mù piàn	除翳明目片
chú zhī shēng fà piàn	除脂生发片
chuān bèi bàn xià yè	川贝半夏液
chuān bèi pí pá piàn	川贝枇杷片
chuān bèi xuě lí gāo	川贝雪梨膏
chuān huáng kǒu fú yè	川黄口服液
chuān huáng qīng rè piàn	穿黄清热片
chuān jīn yì gān piàn	穿金益肝片
chuān lóng gǔ cì piàn	穿龙骨刺片
chuǎn luò tōng jiāo náng	喘络通胶囊
chuǎn shū kǒu fú yè	喘舒口服液
chuān wáng xiāo yán piàn	穿王消炎片
chuǎn xī líng jiāo náng	喘息灵胶囊
chuān xiōng chá tiáo piàn	川芎茶调片
chuān xiōng chá tiáo sàn	川芎茶调散
chuān xiōng chá tiáo wán	川芎茶调丸
chuāng jiè líng ruǎn gāo	疮疥灵软膏
chuāng yán líng ruǎn gāo	疮炎灵软膏
chuāng zhǒng líng ruǎn gāo	疮肿灵软膏
chuí yīn chá kē lì	垂阴茶颗粒
chuí yīn chá táng jiāng	垂阴茶糖浆
chún chǐ qīng wèi wán	唇齿清胃丸
chūn xuè ān jiāo náng	春血安胶囊
chún yáng zhèng qì wán	纯阳正气丸
chún zhōng yào zhì jì	纯中药制剂
cí shù huà yū gāo	慈术化瘀膏
cì tàn suān bì piàn	次碳酸铋片
cì wǔ jiā jìn gāo	刺五加浸膏
cì xiāo suān bì piàn	次硝酸铋片
cōng huáng bǔ shèn wán	苁黄补肾丸
cōng róng bǔ shèn wán	苁蓉补肾丸
cù jiǎ zuò àn piàn	醋甲唑胺片
cù liǔ huáng tóng piàn	醋柳黄酮片
cù lǜ fēn suān piàn	醋氯芬酸片
cù suān pō sōng piàn	醋酸泼松片
cù suān zhǐ tiáo piàn	醋酸酯条片
cù zhì xiāng fù wán	醋制香附丸
cuì lián jiě dú piàn	翠莲解毒片
cuó chuāng píng kē lì	痤疮平颗粒
dà bài dú jiāo náng	大败毒胶囊
dà bǔ yuán jiān wán	大补元煎丸
dà chuān xiōng kē lì	大川芎颗粒
dà dòu lín zhī sàn	大豆磷脂散
dǎ hǔ zhuàng yuán wán	打虎壮元丸
dà huáng cuò chóng wán	大黄错虫丸
dà huáng gān cǎo tāng	大黄甘草汤
dà huáng gān suì tāng	大黄甘遂汤
dà huáng huà yū wán	大黄化瘀丸
dà huáng jiàng zhī sù	大黄降脂素
dà huáng mǔ dān tāng	大黄牡丹汤
dà huáng qīng wèi wán	大黄清胃丸
dà huáng sān wèi piàn	大黄三味片
dà huáng shù chóng piàn	大黄庶虫片
dà huáng shù chóng wán	大黄庶虫丸
dà huáng xiāo shí tāng	大黄硝石汤
dà huáng xiè huǒ sàn	大黄泻火散
dà huáng zhé chóng wán	大黄蛰虫丸
dà huó luò jiāo náng	大活络胶囊
dà jì zhǐ xuè piàn	大蓟止血片
dá kè dīng ruǎn gāo	达克叮软膏
dá lì tōng kē lì	达立通颗粒
dà qī lí jiāo náng	大七厘胶囊
dá qīng xīn hú jì	达氢锌糊剂
dá sī mǎ bǎo wán	达斯玛保丸
dà suàn cháng róng piàn	大蒜肠溶片
dà suàn qiē chéng piàn	大蒜切成片
dài ā bù luò lǐng	代阿布洛岭
dài tōng lǜ bō piàn	带通滤波片
dàn bái yì zhì jì	蛋白抑制剂
dān hóng dī zhù yè	丹红滴注液
dān hóng zhù shè yè	丹红注射液
dān huā kǒu fú yè	丹花口服液
dàn jiè zhù shè yè	氮芥注射液
dǎn lì shū jiāo náng	胆利舒胶囊
dǎn lóng zhǐ chuǎn piàn	胆龙止喘片
dān lù tōng dū piàn	丹鹿通督片
dān lún zhù shè yè	丹仑注射液
dǎn mù jìn gāo piàn	胆木浸膏片
dǎn mù zhù shè yè	胆木注射液
dān qí hé xuè piàn	丹芪和血片
dān qī ruǎn jiāo náng	丹七软胶囊
dān shēn dī zhù yè	丹参滴注液
dān shēn kǒu fú yè	丹参口服液
dān shēn zhù shè yè	丹参注射液
dǎn shí lì tōng piàn	胆石利通片
dǎn shí tōng jiāo náng	胆石通胶囊
dǎn shū ruǎn jiāo náng	胆舒软胶囊
dǎn suān zhǐ ké piàn	胆酸止咳片
dān táo kǒu fú yè	丹桃口服液
dān tián jiàng zhī wán	丹田降脂丸
dǎn wèi kāng jiāo náng	胆胃康胶囊
dǎn wèi níng jiāo náng	胆胃宁胶囊
dǎn xiāng bí yán piàn	胆香鼻炎片
dān xiōng diē dǎ gāo	丹芎跌打膏
dǎn yán kāng jiāo náng	胆炎康胶囊
dān yè dà huáng sù	丹叶大黄素
dān yù gǔ kāng wán	丹郁骨康丸
dàn zāo xiāng luó piàn	淡糟香螺片
dān zhī kǒu fú yè	丹栀口服液
dān zhī xiāo yáo piàn	丹栀逍遥片
dān zhī xiāo yáo sàn	丹栀逍遥散
dān zhī xiāo yáo wán	丹栀逍遥丸
dān zhī xiāo yáo wán	丹枝逍遥丸
dàng dí líng chōng jì	荡涤灵冲剂
dàng dí líng kē lì	荡涤灵颗粒
dāng guī bǔ xuè wán	当归补血丸
dāng guī huáng jīng gāo	当归黄精膏
dāng guī jìn gāo piàn	当归浸膏片
dāng guī kǔ shēn wán	当归苦参丸
dāng guī lóng huì piàn	当归龙荟片
dāng guī lóng huì wán	当归龙荟丸
dāng guī nán zǎo piàn	当归南枣片
dāng guī niān tòng wán	当归拈痛丸
dāng guī sháo yào sàn	当归芍药散
dāng guī yǎng xuè wán	当归养血丸
dāng guī yì xuè gāo	当归益血膏
dǎng shēn yǎng róng wán	党参养荣丸
dēng zhǎn huā dī wán	灯盏花滴丸
dì ào sī míng piàn	地奥司明片
dì èr dài zhì jì	第二代制剂
dì ěr liú zhuó piàn	地尔硫卓片
dì fēn ní duō piàn	地芬尼多片
dì jú kǒu fú yè	地菊口服液
dì lā pǔ lì piàn	地拉普利片
dì lā zhuó jiāo náng	地拉卓胶囊
dì měi suǒ zhǐ piàn	地美索酯片
dì qū yùn tóng piàn	地屈孕酮片
dì sāi mǐ sōng piàn	地塞米松片
dì sān dài zhì jì	第三代制剂
dì sì dài zhì jì	第四代制剂
dì wǔ dài zhì jì	第五代制剂
dì wǔ fú lóng wán	第五福龙丸
dì yī dài zhì jì	第一代制剂
dì yú huái jiǎo wán	地榆槐角丸
dì yú shēng bái piàn	地榆升白片
diān bái zhū táng jiāng	滇白珠糖浆
diǎn běn fēn tú jì	碘苯酚涂剂
diǎn gān dī yǎn yè	碘苷滴眼液
diǎn huà yóu jiāo wán	碘化油胶丸
diǎn jiān diǎn biàn guā	碘间碘苄胍
diàn jiè zhì sè sàn	电介质色散
diān kuáng lóng hǔ wán	癫狂龙虎丸
diān kuáng mǎ bǎo sàn	癫狂马宝散
diàn miǎn yì kuò sàn	电免疫扩散
diān qié bì měi piàn	颠茄铋镁片
diān qié huáng biàn dìng	颠茄磺苄啶
diān xián kāng jiāo náng	癫痫康胶囊
diào gān hé wèi wán	调肝和胃丸
diào wèi dān shuǐ wán	调胃丹水丸
diào wèi shū gān wán	调胃舒肝丸
diào wèi xiāo zhì wán	调胃消滞丸
diāo yí fáng liè gāo	貂胰防裂膏
diē dǎ cù yù piàn	跌打促愈片
diē dǎ fēng shī jiǔ	跌打风湿酒
diē dǎ huà yū sàn	跌打化瘀散
diē dǎ niǔ shāng sàn	跌打扭伤散
diē dǎ qī lí piàn	跌打七厘片
diē dǎ sǔn shāng wán	跌打损伤丸
diē dǎ zhǐ tòng yè	跌打止痛液
diē shāng líng tiē gāo	跌伤灵贴膏
dīng bǐng nuò fēi piàn	丁丙诺非片
dīng chén tòu gé wán	丁沉透膈丸
dìng chù huà fēng wán	定搐化风丸
dìng chuǎn liáo fèi wán	定喘疗肺丸
dìng chuǎn zhǐ sòu wán	定喘止嗽丸
dīng gē dì ěr piàn	丁咯地尔片
dīng guì wēn wèi sàn	丁桂温胃散
dīng kòu lǐ zhōng wán	丁蔻理中丸
dīng luó huán tóng piàn	丁螺环酮片
dīng péng shù kǒu yè	丁硼漱口液
dīng xiāng làn fàn wán	丁香烂饭丸
dōng bǎo gān tài piàn	东宝肝泰片
dōng bǎo kǒu fú yè	冬宝口服液
dòng chuāng wèi kuì gāo	冻疮未溃膏
dōng fāng huó xuè gāo	东方活血膏
dòng kě xiāo chá jì	冻可消搽剂
dōng làng dàng jiǎn piàn	东莨菪碱片
dòng shāng hù fū gāo	冻伤护肤膏
dōng shèng hù gān piàn	东圣护肝片
dòng tiān cháng chūn gāo	洞天长春膏
dòu fu guǒ gān piàn	豆腐果苷片
dòu kòu wǔ wèi sàn	豆蔻五味散
dōu liáng ruǎn jiāo náng	都梁软胶囊
dōu yān xiāo yún sàn	都烟消云散
dú huó jì shēng wán	独活寄生丸
dù jì dú jiǎo gāo	杜记独角膏
dù mǐ fēn dī wán	度米芬滴丸
dù mǐ fēn hóu piàn	度米芬喉片
dú shèng huó xuè piàn	独圣活血片
dù xiāng yóu jiāo wán	杜香油胶丸
dù zhòng zhuàng gǔ wán	杜仲壮骨丸
duō bā sī jǐng piàn	多巴丝肼片
duō dòng níng jiāo náng	多动宁胶囊
duō jiāo diǎn jìng piàn	多焦点镜片
duō nài pài qí piàn	多奈哌齐片
duō pān lì tóng piàn	多潘立酮片
duō shā zuò qín piàn	多沙唑嗪片
duō sī mǎ zhǐ piàn	多司马酯片
duō suǒ chá jiǎn piàn	多索茶碱片
duō táng dàn bái piàn	多糖蛋白片
duō táng tiě jiāo náng	多糖铁胶囊
duō wéi yuán sù piàn	多维元素片
duō xī huán sù piàn	多西环素片
duō zhǒng gài wéi piàn	多种钙维片
è bèi shā tǎn piàn	厄贝沙坦片
è duō sī tǎn piàn	厄多司坦片
ē jiāo bǔ xuè gāo	阿胶补血膏
ē jiāo sān bǎo gāo	阿胶三宝膏
ē jiāo shēng huà gāo	阿胶生化膏
ē jiāo yǎng xuè gāo	阿胶养血膏
ē jiāo yuǎn zhì gāo	阿胶远志膏
è luò tì ní piàn	厄洛替尼片
è qiú qí jiāo náng	饿求齐胶囊
ēn dān xī tóng piàn	恩丹西酮片
ēn qǔ tā bīn piàn	恩曲他滨片
ēn tā kǎ péng piàn	恩他卡朋片
ēn tì kǎ wéi piàn	恩替卡韦片
ēn wò lì dān kàng	恩沃利单抗
èr bǎo shān yào wán	二宝山药丸
èr chén kǒu fú yè	二陈口服液
èr chén nóng suō wán	二陈浓缩丸
ěr cōng kǒu fú yè	耳聪口服液
ér fū kāng chá jì	儿肤康搽剂
èr fú ní liǔ piàn	二氟尼柳片
èr jiǎ fú lín piàn	二甲弗林片
èr jiǎ guī yóu piàn	二甲硅油片
èr jiǎ guī yóu sàn	二甲硅油散
èr jiǎ pài tì dìng	二甲哌替啶
èr jiǎ shuāng guā piàn	二甲双胍片
ěr kě píng táng jiāng	尔可平糖浆
ěr lóng tōng qiào wán	耳聋通窍丸
èr miào wán shuǐ wán	二妙丸水丸
èr mǔ ān sòu piàn	二母安嗽片
èr mǔ ān sòu wán	二母安嗽丸
èr mǔ níng sòu piàn	二母宁嗽片
èr mǔ níng sòu wán	二母宁嗽丸
èr mǔ qīng fèi wán	二母清肺丸
ér pí xǐng kē lì	儿脾醒颗粒
ér tóng huà dú sàn	儿童化毒散
ér tóng huí chūn wán	儿童回春丸
ér tóng ké kē lì	儿童咳颗粒
ér tóng qī zhēn wán	儿童七珍丸
ér tóng qīng fèi wán	儿童清肺丸
èr wèi bá dú sàn	二味拔毒散
èr wéi pú gài piàn	二维葡钙片
èr xià qīng xīn piàn	二夏清心片
èr xiān kǒu fú yè	二仙口服液
ér xiè tíng kē lì	儿泻停颗粒
ér xiè tíng táng jiāng	儿泻停糖浆
ér xiè zhǐ kē lì	儿泻止颗粒
èr yǎng bǐng qín piàn	二氧丙嗪片
ér zhì líng kē lì	儿滞灵颗粒
èr zhì nóng suō wán	二至浓缩丸
fá dì nà fēi piàn	伐地那非片
fā hàn jiě rè wán	发汗解热丸
fǎ mò tì dīng piàn	法莫替丁片
fǎ mò tì dīng sàn	法莫替丁散
fá xī luò wéi piàn	伐昔洛韦片
fǎn hún cǎo chōng jì	返魂草冲剂
fàn liú yǐ àn piàn	泛硫乙胺片
fǎn qì xuán xiāo sàn	反气旋消散
fàn xī luò wéi piàn	泛昔洛韦片
fǎn yìng yì zhì jì	反应抑制剂
fáng fēng tōng shèng sàn	防风通圣散
fáng fēng tōng shèng wán	防风通圣丸
fáng jǐ fú líng tāng	防己茯苓汤
fáng jǐ fú líng wán	防己茯苓丸
fáng jǐ guān jié wán	防己关节丸
fáng shuāi yì shòu wán	防衰益寿丸
fáng zhǐ bí yán piàn	防芷鼻炎片
fèi bǎo sān xiào piàn	肺宝三效片
féi dá shì jūn yè	肥达氏菌液
féi ér bǎo kē lì	肥儿宝颗粒
féi ér kǒu fú yè	肥儿口服液
fēi jīn shǔ diàn piàn	非金属垫片
fèi lì ké hé jì	肺力咳合剂
fēi lóng duó mìng wán	飞龙夺命丸
fēi luò bèi tè piàn	非洛贝特片
fēi luò dì píng piàn	非洛地平片
fēi nà gēn táng jiāng	非那根糖浆
fēi nà xióng àn piàn	非那雄胺片
fēi nài lì tóng piàn	非奈利酮片
fèi níng kǒu fú yè	肺宁口服液
fēi nuò bèi tè piàn	非诺贝特片
fēi nuò lì dān kàng	菲诺利单抗
fèi pào guàn xǐ yè	肺泡灌洗液
fēi pǔ lā zōng piàn	非普拉宗片
fèi rè pǔ qīng sàn	肺热普清散
fēi sè de dàn wán	绯色的弹丸
fēi sè de qiàn piàn	绯色的欠片
fèi téng de xuè yè	沸腾的血液
fēn ān kā mǐn piàn	酚氨咖敏片
fēn bù fēn jiāo náng	芬布芬胶囊
fěn cì kǒu fú yè	粉刺口服液
fēn dīng ān chá jì	酚丁安搽剂
fēn fú lā míng piàn	芬氟拉明片
fēn huáng yǐ àn piàn	酚磺乙胺片
fēn jiě yì zhì jì	分解抑制剂
fēn má měi mǐn piàn	酚麻美敏片
fēn míng wěi má piàn	酚明伪麻片
fēn qīng wǔ lín wán	分清五淋丸
fēn tài ní tiē jì	芬太尼贴剂
fēng dú zhù shè yè	蜂毒注射液
fēng hán gǔ tòng wán	风寒骨痛丸
fēng hán ké sòu wán	风寒咳嗽丸
fēng hòu sì shàn sàn	风后四扇散
fēng huáng tāi jiāo náng	蜂皇胎胶囊
fēng là sù jiāo náng	蜂蜡素胶囊
fēng líng kǒu fú yè	枫苓口服液
fēng qié píng chuǎn gāo	风茄平喘膏
fēng rè ké sòu wán	风热咳嗽丸
fēng shāng zhǐ tòng gāo	风伤止痛膏
fēng shī ān tài piàn	风湿安泰片
fēng shī diē dǎ dīng	风湿跌打酊
fēng shī dìng jiāo náng	风湿定胶囊
fēng shī fú yīn wán	风湿福音丸
fēng shī gǔ kāng piàn	风湿骨康片
fēng shī gǔ tòng piàn	风湿骨痛片
fēng shī gǔ tòng wán	风湿骨痛丸
fēng shī guān jié jiǔ	风湿关节酒
fēng shī hán tòng piàn	风湿寒痛片
fēng shī líng xiān yè	风湿灵仙液
fēng shī mǎ qián piàn	风湿马钱片
fēng shī níng yào jiǔ	风湿宁药酒
fēng shī shāng tòng gāo	风湿伤痛膏
fēng shī shèn tòu gāo	风湿渗透膏
fēng shī shū luò bǎo	风湿舒络宝
fēng shī sù xiào wán	风湿速效丸
fēng shī xī tóng piàn	风湿豨桐片
fēng shī yào jiǔ liào	风湿药酒料
fēng shī zhǐ tòng wán	风湿止痛丸
fēng tòng ān jiāo náng	风痛安胶囊
fú bāo mì dìng piàn	氟胞嘧啶片
fú bǐ luò fēn piàn	氟比洛芬片
fù bì shū jiāo náng	妇必舒胶囊
fū biàn xī lín nà	呋苄西林钠
